timestamp,signal,value,label,true_ttf
200,heap_free,8112,normal,
200,heap_used,0,normal,
200,loop_latency,0,normal,
301,heap_free,8112,normal,
301,heap_used,0,normal,
301,loop_latency,0,normal,
401,heap_free,8112,normal,
401,heap_used,0,normal,
402,loop_latency,1,normal,
502,heap_free,8112,normal,
502,heap_used,0,normal,
502,loop_latency,0,normal,
603,heap_free,8112,normal,
603,heap_used,0,normal,
603,loop_latency,0,normal,
703,heap_free,8112,normal,
703,heap_used,0,normal,
703,loop_latency,0,normal,
804,heap_free,8112,normal,
804,heap_used,0,normal,
804,loop_latency,0,normal,
904,heap_free,8112,normal,
904,heap_used,0,normal,
905,loop_latency,1,normal,
1005,heap_free,8112,normal,
1005,heap_used,0,normal,
1005,loop_latency,0,normal,
1106,heap_free,8112,normal,
1106,heap_used,0,normal,
1106,loop_latency,0,normal,
1206,heap_free,8112,normal,
1206,heap_used,0,normal,
1206,loop_latency,0,normal,
1307,heap_free,8112,normal,
1307,heap_used,0,normal,
1307,loop_latency,0,normal,
1407,heap_free,8112,normal,
1407,heap_used,0,normal,
1408,loop_latency,1,normal,
1508,heap_free,8112,normal,
1508,heap_used,0,normal,
1508,loop_latency,0,normal,
1609,heap_free,8112,normal,
1609,heap_used,0,normal,
1609,loop_latency,0,normal,
1709,heap_free,8112,normal,
1709,heap_used,0,normal,
1709,loop_latency,0,normal,
1810,heap_free,8112,normal,
1810,heap_used,0,normal,
1810,loop_latency,0,normal,
1910,heap_free,8112,normal,
1910,heap_used,0,normal,
1911,loop_latency,1,normal,
2011,heap_free,8112,normal,
2011,heap_used,0,normal,
2011,loop_latency,0,normal,
2112,heap_free,8112,normal,
2112,heap_used,0,normal,
2112,loop_latency,0,normal,
2212,heap_free,8112,normal,
2212,heap_used,0,normal,
2212,loop_latency,0,normal,
2313,heap_free,8112,normal,
2313,heap_used,0,normal,
2313,loop_latency,0,normal,
2413,heap_free,8112,normal,
2413,heap_used,0,normal,
2414,loop_latency,1,normal,
2514,heap_free,8112,normal,
2514,heap_used,0,normal,
2514,loop_latency,0,normal,
2615,heap_free,8112,normal,
2615,heap_used,0,normal,
2615,loop_latency,0,normal,
2715,heap_free,8112,normal,
2715,heap_used,0,normal,
2715,loop_latency,0,normal,
2816,heap_free,8112,normal,
2816,heap_used,0,normal,
2816,loop_latency,0,normal,
2916,heap_free,8112,normal,
2916,heap_used,0,normal,
2917,loop_latency,1,normal,
3017,heap_free,8112,normal,
3017,heap_used,0,normal,
3017,loop_latency,0,normal,
3118,heap_free,8112,normal,
3118,heap_used,0,normal,
3118,loop_latency,0,normal,
3218,heap_free,8112,normal,
3218,heap_used,0,normal,
3218,loop_latency,0,normal,
3319,heap_free,8112,normal,
3319,heap_used,0,normal,
3319,loop_latency,0,normal,
3419,heap_free,8112,normal,
3419,heap_used,0,normal,
3420,loop_latency,1,normal,
3520,heap_free,8112,normal,
3520,heap_used,0,normal,
3520,loop_latency,0,normal,
3621,heap_free,8112,normal,
3621,heap_used,0,normal,
3621,loop_latency,0,normal,
3721,heap_free,8112,normal,
3721,heap_used,0,normal,
3721,loop_latency,0,normal,
3822,heap_free,8112,normal,
3822,heap_used,0,normal,
3822,loop_latency,0,normal,
3922,heap_free,8112,normal,
3922,heap_used,0,normal,
3923,loop_latency,1,normal,
4023,heap_free,8112,normal,
4023,heap_used,0,normal,
4023,loop_latency,0,normal,
4124,heap_free,8112,normal,
4124,heap_used,0,normal,
4124,loop_latency,0,normal,
4224,heap_free,8112,normal,
4224,heap_used,0,normal,
4224,loop_latency,0,normal,
4325,heap_free,8112,normal,
4325,heap_used,0,normal,
4325,loop_latency,0,normal,
4425,heap_free,8112,normal,
4425,heap_used,0,normal,
4426,loop_latency,1,normal,
4526,heap_free,8112,normal,
4526,heap_used,0,normal,
4526,loop_latency,0,normal,
4627,heap_free,8112,normal,
4627,heap_used,0,normal,
4627,loop_latency,0,normal,
