timestamp,faulty,band_0,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30,band_31
0,True,-26.571932,-31.279173,-35.103863,-37.938927,-44.935303,-44.10259,-44.288372,-44.778755,-41.832375,-40.240993,-44.4565,-46.309414,-46.84945,-50.57785,-51.828518,-54.100117,-58.408016,-61.660255,-60.37031,-63.501286,-60.749878,-58.969734,-60.11852,-65.172,-64.158905,-64.62262,-70.16437,-68.95698,-69.42519,-57.348614,-63.462944,-71.56641
32,True,-24.217972,-23.989277,-30.962444,-29.648659,-36.889656,-39.598175,-44.191925,-45.939335,-42.241215,-40.894417,-43.00404,-46.213905,-46.78639,-50.72452,-50.32119,-49.103928,-55.317764,-55.378883,-56.931225,-62.94081,-62.30171,-61.677223,-61.796093,-63.127075,-62.294468,-64.88736,-67.63623,-68.01217,-69.57154,-52.805122,-58.52146,-71.40297
64,True,-22.382421,-26.880672,-30.233908,-30.428253,-32.852837,-40.479984,-41.31487,-41.394688,-40.342556,-40.44676,-42.069454,-45.53634,-47.508854,-50.750175,-50.932446,-56.676632,-55.41652,-56.823215,-59.755524,-59.256252,-61.043076,-59.63339,-61.809902,-64.80098,-63.24868,-64.76268,-68.18187,-68.74436,-70.18968,-52.51506,-58.76548,-70.04713
96,True,-24.944752,-26.83279,-30.012966,-28.500975,-32.224083,-39.444965,-41.259872,-42.486324,-41.368404,-42.315983,-42.26942,-46.204117,-41.97216,-50.782913,-50.740643,-51.575188,-55.08203,-57.478676,-57.489304,-60.96888,-60.043167,-62.433456,-63.71256,-63.057102,-65.16591,-67.72216,-68.14131,-71.06956,-70.07203,-57.32891,-62.70328,-72.5559
128,True,-23.827238,-28.516493,-30.514753,-29.399052,-34.13984,-39.91777,-43.84031,-41.99457,-40.77602,-39.955208,-42.905727,-47.759056,-42.177967,-48.0681,-53.177143,-54.529633,-53.053772,-58.96768,-58.917244,-59.244556,-62.892525,-62.7463,-62.996643,-65.08781,-66.83289,-66.394714,-69.05594,-70.92723,-71.17789,-57.717293,-63.30103,-72.09668
160,True,-22.11707,-26.177334,-30.967272,-32.22427,-33.81861,-37.524216,-42.148937,-44.27259,-41.998043,-37.47091,-43.853436,-46.316944,-43.964943,-48.15538,-52.011925,-53.57939,-56.12598,-54.56783,-57.596687,-59.66613,-60.836098,-61.803467,-62.468372,-65.72545,-66.10281,-66.581375,-67.470924,-69.43709,-72.28713,-64.80411,-68.45209,-70.13492
192,True,-23.931253,-27.892054,-34.020115,-32.71002,-33.7714,-39.208073,-40.629623,-41.666874,-41.05751,-38.355453,-45.319958,-47.559,-48.191875,-50.163345,-51.95209,-54.497547,-54.184498,-55.271072,-54.778065,-58.632423,-60.017357,-59.955215,-60.60235,-62.74735,-64.90114,-64.95951,-66.84707,-69.02759,-67.33888,-65.55615,-67.02643,-70.63924
224,True,-28.017462,-30.404064,-33.72427,-34.1867,-35.3628,-39.193768,-42.244537,-43.170376,-42.205223,-37.812298,-44.696198,-50.030064,-44.046303,-49.507378,-53.278507,-54.343925,-55.585194,-58.393433,-56.65903,-58.935593,-62.935135,-61.32393,-63.600426,-64.19833,-63.87457,-65.319916,-68.746796,-68.95928,-69.20163,-64.88619,-68.658134,-71.08878
256,True,-23.235561,-25.87248,-34.791264,-33.035137,-37.763096,-43.576744,-38.832916,-41.33693,-43.81053,-40.9224,-47.08485,-51.7798,-49.539513,-51.1772,-53.780342,-55.25179,-54.211174,-55.21968,-56.903873,-60.881115,-60.19133,-60.670105,-61.81888,-63.83061,-63.206898,-65.60624,-67.42732,-68.521484,-69.699936,-69.50262,-72.53355,-73.3361
288,True,-26.177128,-26.172411,-28.512291,-27.49034,-32.935875,-37.487015,-38.27861,-41.018837,-39.866173,-40.646397,-44.76688,-49.446922,-49.61383,-50.17549,-51.142715,-53.751698,-53.301735,-56.688995,-56.94049,-60.1211,-60.588497,-60.607468,-62.72997,-63.554913,-65.670044,-65.492004,-67.14487,-68.101425,-71.03614,-69.683334,-68.915146,-72.26423
