timestamp,faulty,band_0,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30,band_31
0,True,-27.914255,-37.287216,-29.8876,-33.873787,-38.923855,-37.03395,-41.867325,-44.941704,-45.24101,-49.31454,-44.365658,-41.648426,-48.06225,-44.679214,-46.90528,-48.019417,-45.975155,-49.559246,-51.56569,-49.454247,-51.105045,-49.328102,-50.20559,-48.30791,-52.333908,-51.108967,-52.684196,-54.387432,-56.150326,-55.454258,-55.771484,-57.016163
32,True,-28.16211,-29.713957,-27.744982,-31.299866,-35.56407,-35.87738,-34.680515,-34.822662,-35.461155,-41.46612,-40.712467,-42.00128,-42.763943,-40.457767,-43.798897,-43.72291,-44.12086,-46.63597,-47.653564,-46.774582,-46.59386,-48.538635,-49.444614,-49.12934,-48.92788,-50.180973,-50.45611,-51.76218,-52.586216,-53.102684,-53.8825,-54.188126
64,True,-28.446651,-30.186388,-29.545174,-30.055265,-32.445267,-31.991394,-35.64145,-37.931503,-39.361244,-42.718178,-41.87451,-40.617607,-42.24984,-41.272934,-44.95124,-44.147896,-42.742077,-45.517155,-45.632256,-46.43058,-46.16413,-46.356396,-48.160713,-47.99479,-48.95775,-51.355843,-51.254154,-54.332127,-54.148403,-53.158154,-54.84913,-55.007042
96,True,-25.304766,-27.92458,-27.356026,-30.284395,-34.755074,-32.31854,-39.150574,-39.00161,-40.064384,-42.734177,-40.482788,-36.108547,-42.586075,-41.848404,-41.481052,-40.01074,-42.33854,-45.409706,-45.041298,-44.36981,-46.901443,-45.685802,-48.54573,-48.77278,-49.027847,-50.29972,-50.266453,-51.985893,-53.851105,-55.269085,-55.92502,-55.308323
128,True,-24.855337,-29.363813,-29.598072,-32.994873,-34.273895,-32.98336,-35.090153,-34.751213,-37.61146,-40.133926,-41.03867,-40.111412,-42.47675,-44.28502,-40.875046,-43.846607,-43.950844,-45.409554,-46.42412,-47.456,-48.339027,-47.5244,-47.35562,-46.848648,-50.1844,-50.59464,-51.530235,-51.789547,-54.136024,-51.89099,-54.231583,-55.02678
160,True,-24.892757,-28.31054,-24.89785,-30.013535,-31.880033,-30.669203,-37.3286,-39.896393,-38.23688,-41.18124,-40.136803,-39.611958,-41.436497,-44.45579,-42.668777,-43.395264,-44.02908,-43.956646,-46.236748,-46.478203,-46.867508,-48.46405,-47.403645,-50.756187,-49.877857,-49.877773,-50.432224,-50.451527,-54.58403,-52.927895,-54.387966,-54.67325
192,True,-28.230474,-30.854843,-28.430605,-31.36184,-32.35689,-32.191967,-40.25345,-37.12816,-36.30861,-42.27383,-43.2197,-40.018852,-46.70834,-45.920456,-43.719795,-41.97177,-44.43754,-46.531643,-46.97437,-45.35112,-46.075016,-47.864754,-49.243286,-49.07232,-48.33302,-48.86577,-51.000057,-51.046978,-53.224735,-52.52746,-53.544827,-54.13692
224,True,-24.31031,-28.485842,-26.38793,-34.437843,-34.568214,-33.725475,-37.813515,-36.164093,-37.27569,-43.13599,-42.052097,-39.51717,-45.03392,-41.3442,-44.467106,-44.15399,-44.731956,-45.76469,-46.469543,-44.51704,-45.46822,-47.34031,-47.35859,-47.69589,-49.624107,-49.202095,-49.423862,-52.575855,-53.645294,-52.09307,-53.39459,-53.31035
256,True,-24.902266,-27.734072,-31.447353,-34.327347,-36.137737,-33.495323,-34.59159,-38.661488,-40.533253,-38.905014,-39.296146,-42.11824,-44.52053,-43.44854,-46.1679,-44.246124,-42.677437,-44.86137,-45.73904,-45.625183,-47.121906,-47.028194,-46.41626,-47.9797,-48.437572,-50.367184,-50.092293,-51.769363,-54.235577,-54.47073,-54.483456,-54.011726
288,True,-25.628082,-27.579233,-27.662954,-29.75076,-33.16468,-34.137108,-35.37919,-36.467224,-37.20075,-39.950703,-39.9338,-42.921593,-44.658478,-45.873795,-43.138374,-42.97985,-44.38334,-41.798573,-43.523277,-48.434624,-47.00109,-45.900135,-47.545166,-47.497643,-49.561966,-51.328182,-50.903667,-50.99304,-54.657745,-54.656597,-56.449734,-55.57566
320,True,-26.986,-29.811638,-29.382715,-30.539024,-29.235806,-36.746292,-38.11364,-42.56718,-42.49389,-44.64274,-43.398514,-39.471073,-39.42859,-42.255093,-46.32621,-44.050873,-43.27004,-45.705647,-45.65579,-46.727913,-48.02041,-47.629704,-48.78369,-50.49405,-49.15577,-49.750675,-50.75752,-53.522495,-55.055557,-53.902145,-55.195942,-54.025406
352,True,-23.83255,-28.57317,-26.248837,-31.151522,-35.08424,-34.90906,-36.233887,-39.430992,-40.045094,-42.272835,-39.9207,-43.637547,-43.396362,-46.482048,-43.4159,-40.44844,-42.695812,-42.901573,-43.444767,-46.64705,-46.91393,-46.842453,-46.611435,-47.78162,-49.466026,-51.467213,-51.877975,-51.272045,-55.41288,-53.66961,-55.46661,-53.15867
384,True,-26.44222,-29.09116,-28.500648,-29.491325,-32.398243,-34.533203,-35.65016,-36.97601,-35.52053,-40.018692,-41.577305,-43.00777,-44.442467,-44.062622,-43.259415,-43.274517,-45.022125,-44.373035,-46.140656,-44.09889,-46.31495,-46.72117,-47.829124,-48.367085,-49.072014,-50.684746,-50.658234,-52.378345,-53.16936,-52.80104,-53.20181,-54.418533
416,True,-31.037693,-29.962727,-28.601282,-32.910633,-31.564257,-32.650303,-38.910606,-37.980724,-36.16105,-40.057682,-40.010963,-39.5347,-41.62822,-43.86919,-42.472095,-44.840576,-46.100178,-45.922527,-44.302635,-46.22774,-45.14854,-46.526836,-48.932755,-47.93615,-51.515118,-49.565056,-49.260773,-51.849304,-53.69557,-52.546425,-53.66893,-56.23581
448,True,-29.321222,-29.899529,-26.542494,-29.448921,-32.051067,-28.0251,-35.76735,-32.678352,-34.04953,-33.233192,-36.167538,-32.627277,-35.866375,-36.340717,-34.92903,-32.194862,-30.0661,-33.882324,-40.988846,-41.63411,-42.47255,-43.232456,-44.055412,-45.919098,-45.204437,-39.4765,-39.251617,-37.5683,-30.744507,-33.13226,-36.271255,-35.180813
480,True,-26.856737,-28.996407,-28.387085,-31.025349,-30.484169,-29.755575,-35.62948,-34.856354,-36.16325,-38.693447,-38.56309,-36.10313,-40.750854,-41.68913,-42.488285,-40.7382,-37.20398,-39.15622,-43.73204,-44.072502,-44.153637,-46.41884,-47.664715,-46.711464,-49.61204,-46.36947,-44.956497,-44.536396,-40.087475,-41.39834,-42.76081,-41.976967
512,True,-23.32906,-29.124573,-28.189695,-33.288994,-35.53092,-34.096046,-36.937145,-39.713013,-35.607006,-37.950012,-42.136234,-42.27143,-37.886414,-44.73313,-41.70806,-43.17775,-42.844078,-42.86805,-43.59917,-45.82187,-48.36856,-45.82416,-47.74529,-47.822098,-49.80789,-49.406868,-48.642853,-49.177544,-47.47646,-47.850704,-50.415657,-50.10389
544,True,-27.979076,-29.107784,-28.077765,-31.885418,-35.899223,-39.75872,-38.13639,-38.284016,-36.520164,-39.75818,-45.996853,-45.083435,-44.159336,-44.911552,-39.60806,-41.453323,-42.568977,-43.714783,-46.84915,-46.251087,-45.873066,-48.70047,-46.754715,-45.527744,-51.00224,-50.760063,-52.197575,-53.08605,-50.573574,-50.79851,-52.1868,-53.698906
576,True,-26.034594,-29.472157,-29.365303,-27.784517,-28.6248,-36.118893,-42.128963,-41.004658,-38.143562,-41.362453,-42.43937,-39.88059,-41.916462,-45.738445,-46.379623,-45.95375,-43.47504,-45.07186,-45.043076,-43.546124,-47.52288,-45.223595,-48.444588,-49.208027,-47.73121,-49.427017,-49.647804,-50.19921,-51.629707,-54.035744,-55.13975,-55.220104
608,True,-24.969997,-29.591934,-29.671501,-27.990057,-31.730635,-35.896076,-39.15885,-37.795715,-35.353523,-38.81614,-39.07771,-38.661583,-40.615536,-44.18961,-43.822006,-43.237095,-44.922554,-44.740814,-45.368256,-45.02426,-44.781765,-47.41475,-48.186005,-49.42278,-51.258026,-50.345455,-49.854034,-50.71389,-53.069504,-54.08823,-54.495613,-52.87632
640,True,-28.970797,-31.032906,-25.858833,-30.653252,-32.75606,-37.34145,-38.44693,-36.765068,-38.568977,-40.780655,-40.582737,-39.24297,-43.336697,-43.881496,-43.24255,-44.103855,-46.31343,-45.33284,-46.9991,-46.102657,-46.953407,-45.802864,-49.73517,-49.167236,-48.410294,-49.999157,-50.656044,-52.349377,-53.233227,-53.710205,-53.97355,-53.117928
672,True,-28.061176,-29.717728,-30.336548,-31.319372,-31.36896,-35.592064,-40.1792,-40.28351,-37.53159,-40.210896,-40.241833,-41.75345,-43.742672,-41.558426,-42.4938,-43.880848,-42.996487,-45.286385,-45.764008,-50.33049,-47.71625,-48.279984,-47.85034,-47.251114,-48.96683,-50.88367,-51.411663,-52.571274,-52.418385,-52.94966,-53.830334,-53.677006
704,True,-28.079605,-30.634127,-24.91664,-27.3413,-30.756655,-34.42821,-39.37303,-37.916668,-35.35747,-41.47094,-42.53968,-40.051384,-41.55742,-44.73913,-42.843475,-42.896328,-41.75712,-44.257122,-45.367577,-44.82763,-47.29607,-47.863926,-47.06601,-47.377235,-48.983826,-50.31285,-51.468147,-52.411896,-52.632145,-53.563263,-54.492073,-55.30213
736,True,-26.967573,-28.902609,-28.841599,-29.365427,-30.25178,-34.773907,-34.505527,-36.19308,-36.85309,-40.49756,-43.165394,-41.254498,-43.36686,-46.147987,-46.63446,-43.54399,-45.599995,-45.70752,-44.935028,-47.412334,-47.38212,-46.92125,-49.68317,-48.728985,-52.242447,-49.962482,-49.97676,-52.801014,-55.037636,-54.387226,-54.63005,-56.16056
768,True,-24.578657,-29.476337,-26.307344,-31.259537,-34.2457,-29.313135,-36.590942,-35.466763,-40.25673,-41.64371,-40.205673,-41.136833,-42.825592,-42.430145,-42.42978,-43.831234,-45.061333,-44.89511,-43.19807,-44.7688,-48.24844,-48.686317,-46.507587,-47.43052,-49.74906,-50.75047,-50.238167,-53.0671,-55.051506,-53.49615,-53.4264,-53.105164
800,True,-26.308851,-28.122295,-26.64612,-29.736782,-34.46739,-34.67164,-37.492558,-40.99634,-41.967606,-41.55811,-42.67855,-39.741802,-43.248,-42.758568,-42.98484,-39.34484,-42.52996,-46.18595,-43.32093,-45.764862,-45.858025,-48.14301,-48.045036,-48.54322,-48.46598,-48.140697,-49.093327,-52.237015,-55.057796,-53.880882,-53.653603,-53.069466
832,True,-28.785084,-31.633228,-27.598188,-30.251606,-34.542244,-36.048347,-37.517963,-36.41446,-40.344185,-45.71117,-42.98946,-41.308533,-42.12849,-44.510838,-42.106853,-42.60487,-43.34608,-44.585625,-45.77229,-48.129456,-44.88892,-46.60364,-49.22239,-51.656475,-53.684265,-50.488853,-51.82248,-53.456192,-54.466713,-52.508118,-55.902786,-56.290897
864,True,-24.566647,-32.099174,-27.669401,-29.269571,-31.54747,-39.464878,-39.916744,-39.11281,-40.51583,-41.080456,-41.996918,-41.31615,-45.62056,-41.048645,-41.593746,-41.789783,-46.201645,-45.735985,-45.335922,-44.964962,-44.245033,-47.2006,-46.7765,-47.281116,-50.071007,-49.971077,-50.3117,-51.38592,-54.295692,-53.560528,-52.909424,-53.260788
896,True,-25.009058,-28.431253,-24.950626,-31.712185,-37.053192,-40.383244,-36.71802,-40.70309,-37.99115,-40.908283,-39.42219,-42.466995,-45.20205,-42.082375,-43.128098,-42.827667,-42.46598,-42.631756,-46.36831,-44.575294,-46.66979,-48.675636,-44.845943,-47.883354,-51.163136,-50.7797,-49.68762,-50.883175,-53.34148,-54.281403,-56.5438,-53.807434
928,True,-26.175957,-29.869446,-31.62661,-28.541954,-33.95862,-31.952488,-38.30633,-37.495403,-38.18279,-40.790207,-43.415688,-46.202995,-46.272995,-42.705147,-43.85601,-43.716743,-42.05458,-42.84961,-45.99376,-45.516235,-48.047966,-45.739513,-48.288063,-50.09674,-49.839394,-49.304066,-50.085377,-52.14608,-53.10302,-53.865036,-54.768814,-53.657204
960,True,-26.41607,-28.181282,-27.903069,-31.997173,-33.64151,-31.290989,-38.34952,-39.061268,-35.07686,-41.98664,-41.52746,-41.315308,-42.034676,-40.865326,-44.562267,-42.840954,-43.972454,-43.894424,-44.753628,-46.50447,-46.384235,-44.90474,-46.257713,-48.23601,-49.28853,-50.643734,-51.17066,-52.26159,-53.39739,-53.374363,-54.449444,-54.647808
992,True,-25.395073,-31.666758,-30.938158,-30.68284,-31.068573,-34.42829,-38.047943,-40.487858,-40.042324,-39.972706,-36.440815,-40.03858,-41.16036,-41.824905,-43.353825,-45.482616,-46.060814,-45.902695,-47.896927,-48.76145,-46.520443,-46.509598,-48.62523,-48.115623,-49.715977,-50.91723,-50.814972,-50.588894,-50.807133,-50.36199,-51.830334,-53.23533
1024,True,-26.035345,-30.974411,-31.134277,-27.631584,-31.59114,-35.459244,-34.637413,-34.993977,-37.981903,-37.61827,-39.8222,-39.65428,-41.09672,-46.524994,-44.64327,-42.339176,-43.320206,-46.40848,-45.86815,-47.14539,-45.775467,-48.052994,-47.1686,-47.669716,-49.08618,-51.249138,-51.86357,-53.10783,-54.643066,-51.905624,-53.0103,-53.191864
1056,True,-28.189756,-28.261547,-32.613388,-35.13489,-34.152977,-32.31256,-39.307903,-34.610126,-33.565166,-42.062164,-41.251724,-39.7677,-43.208206,-39.714973,-43.502052,-43.49498,-45.126842,-46.075287,-48.3819,-45.190105,-45.035206,-47.213272,-46.818245,-47.241993,-48.553154,-50.711,-50.800938,-52.58829,-54.091267,-53.376575,-55.04322,-55.265785
1088,True,-28.035213,-28.677414,-27.792215,-30.646606,-32.179443,-32.8792,-36.215748,-36.934475,-37.50881,-42.205772,-45.185936,-41.633125,-40.743454,-43.75082,-41.84555,-43.92975,-45.04467,-43.349396,-42.453926,-46.37054,-47.7155,-47.904964,-49.103737,-48.631035,-49.28235,-50.004925,-51.71753,-53.296513,-53.18211,-54.06228,-54.98167,-53.736748
