timestamp,faulty,band_0,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30,band_31
0,True,-24.051403,-30.579037,-30.804193,-35.82706,-36.245922,-39.146744,-40.934288,-46.806458,-42.96803,-41.747646,-42.02925,-45.990044,-51.01281,-47.878326,-47.790863,-46.00045,-48.22342,-50.518364,-54.590076,-54.609085,-53.903778,-52.90004,-55.903465,-54.907345,-54.299984,-55.70116,-60.621834,-62.483795,-62.057804,-64.65619,-66.056984,-66.47409
32,True,-25.682955,-31.279696,-27.231564,-28.481903,-32.046898,-37.008293,-38.59198,-39.895844,-39.03046,-38.87635,-40.272232,-43.103603,-44.298294,-45.97773,-45.829056,-46.7273,-48.26554,-49.111195,-50.173706,-51.279175,-49.393684,-48.646973,-51.55037,-52.43961,-54.514347,-53.74664,-58.161472,-60.628098,-62.84798,-65.86382,-66.570915,-67.352974
64,True,-23.49918,-35.355705,-33.085472,-33.602238,-32.82747,-36.97374,-37.6778,-38.70127,-38.260773,-41.399498,-44.197487,-44.74643,-45.87316,-46.195824,-43.180126,-42.969936,-47.538715,-46.92585,-49.393402,-52.743683,-52.161682,-50.024372,-50.508556,-50.64011,-54.24926,-54.581726,-58.583084,-59.964615,-61.741646,-64.91945,-67.112114,-68.140305
96,True,-21.504665,-32.014565,-27.934238,-28.896944,-40.626778,-36.725098,-35.62899,-34.957108,-33.757534,-38.925728,-39.310726,-44.332306,-45.225136,-43.85923,-42.50462,-44.627857,-49.073635,-49.99842,-50.556816,-51.444187,-51.81397,-48.29879,-51.174282,-51.56118,-53.83088,-52.015873,-57.632576,-58.806057,-63.0754,-65.79688,-67.18416,-68.45082
128,True,-25.006493,-28.073238,-28.116129,-30.845697,-34.158237,-34.390972,-39.38218,-38.93532,-38.538773,-42.91515,-42.33347,-42.7193,-41.466866,-43.157204,-43.78187,-44.35985,-46.26245,-49.35321,-49.485508,-51.935867,-52.574615,-49.785797,-51.47964,-52.208424,-54.953094,-52.47812,-57.308884,-61.173088,-63.831482,-64.67673,-66.80198,-68.31924
160,True,-24.736755,-30.79733,-28.786945,-32.041348,-32.95677,-34.245213,-39.505344,-41.535393,-37.666233,-40.161324,-39.43222,-44.061874,-45.623543,-43.63407,-43.59558,-44.36199,-48.70606,-49.112823,-50.653687,-53.375595,-52.53762,-49.769405,-50.42896,-50.83512,-54.542854,-55.620667,-57.705593,-60.226875,-63.923973,-65.14586,-67.24633,-67.86388
192,True,-21.738016,-29.030785,-29.450703,-33.642403,-36.45582,-38.789703,-37.74206,-39.613377,-39.252937,-39.957615,-39.81435,-41.145645,-44.868397,-43.520866,-44.52591,-43.62847,-46.446003,-49.443645,-50.15743,-51.941723,-53.623863,-48.42791,-50.444584,-53.05671,-54.92128,-54.653507,-57.32832,-61.467575,-61.732277,-66.214455,-67.36846,-69.434166
224,True,-21.852713,-28.046532,-28.313066,-32.942078,-33.617233,-40.102573,-38.728844,-36.72951,-37.71929,-40.374336,-39.513084,-43.46981,-48.768524,-43.914986,-44.548836,-44.69919,-47.595665,-49.06424,-54.458153,-55.16256,-50.986916,-50.736813,-52.99534,-53.965332,-55.293144,-54.992363,-60.453075,-60.37124,-62.54708,-65.006935,-67.416916,-69.03973
256,True,-21.57368,-27.23518,-30.052315,-31.293003,-33.68289,-35.9065,-39.165745,-38.197887,-35.99048,-38.74549,-40.03452,-46.50783,-44.579697,-45.53952,-42.445217,-42.341454,-46.909542,-47.449074,-51.22351,-51.660595,-50.46216,-49.583824,-53.518467,-53.793602,-53.706013,-52.457245,-57.24964,-58.882294,-63.48332,-65.90522,-68.3406,-70.563446
288,True,-20.696404,-33.205486,-27.382965,-34.953327,-36.557274,-35.725464,-37.028328,-37.08307,-38.231323,-40.752396,-39.792957,-41.254368,-44.265945,-45.059753,-45.3422,-45.25479,-46.26922,-50.060806,-49.880238,-49.333214,-51.59161,-49.1221,-50.831074,-52.323357,-53.92769,-53.40091,-58.123135,-58.974224,-62.732246,-65.028854,-69.43819,-69.90542
