timestamp,faulty,band_0,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30,band_31
0,False,-27.803452,-31.717722,-30.057709,-27.274618,-30.169868,-28.615498,-34.064117,-26.157255,-30.020723,-32.701267,-31.265717,-33.87335,-32.566032,-25.131039,-28.257578,-27.636354,-33.591465,-33.603073,-31.608845,-34.538605,-32.11617,-31.501617,-32.08911,-31.904583,-31.806866,-29.475174,-36.548557,-32.201694,-24.95736,-27.755169,-32.69944,-34.476727
32,False,-22.669498,-27.88197,-30.793829,-24.207565,-27.054785,-27.581947,-32.469494,-29.118694,-34.772552,-42.659462,-37.11872,-34.108215,-31.458406,-32.115276,-32.277885,-30.1252,-35.94215,-38.514637,-40.015587,-43.584305,-42.20299,-39.40029,-41.947384,-43.832314,-40.9474,-38.213825,-38.679058,-37.166668,-33.035614,-34.030983,-40.043655,-40.546993
64,False,-23.361832,-26.129745,-28.770525,-26.876219,-27.315588,-31.896753,-40.623,-31.383429,-34.657825,-40.670944,-38.653297,-36.779064,-41.75945,-37.711185,-40.46109,-40.441593,-41.777977,-44.159935,-42.885284,-46.957336,-45.64782,-43.776226,-47.459457,-47.639244,-46.771584,-43.067657,-43.39722,-43.621975,-38.296234,-39.44644,-47.281975,-47.740326
96,False,-25.152653,-25.245323,-26.28505,-30.559118,-31.30623,-32.02015,-38.6768,-38.55776,-37.830864,-39.504112,-42.36422,-42.050583,-38.47979,-39.813763,-40.454487,-40.096863,-42.295273,-44.752613,-45.486904,-48.33862,-47.17134,-44.169815,-46.695515,-47.982903,-48.353138,-48.631935,-49.899956,-46.64249,-43.255577,-45.463165,-50.597095,-53.4129
128,False,-22.86682,-25.619156,-27.103327,-31.776852,-36.487343,-32.570995,-38.86337,-37.418056,-39.300907,-44.19837,-42.695915,-37.14266,-43.513374,-41.638878,-40.996975,-42.98546,-44.322605,-45.247555,-45.29877,-48.87757,-49.141117,-47.421616,-51.144325,-51.90119,-53.7328,-50.953144,-51.568035,-49.5942,-46.23591,-48.868362,-55.748486,-56.740376
160,False,-23.65511,-26.716583,-27.778034,-34.812572,-33.81781,-34.06223,-43.56026,-38.374935,-38.885292,-43.134636,-41.37889,-40.69928,-40.837822,-44.31156,-46.338028,-43.394287,-43.808884,-47.943226,-48.096508,-49.13836,-52.080883,-49.16628,-52.913113,-52.956787,-53.68162,-53.509995,-55.041042,-53.246693,-49.928955,-51.64301,-60.56677,-63.896996
192,False,-26.96002,-24.142147,-25.369339,-33.16851,-31.714657,-30.449005,-37.12815,-39.24496,-38.165504,-42.96483,-41.773758,-41.15463,-39.89735,-41.785316,-42.81887,-43.500896,-46.142498,-47.942425,-51.12449,-51.60482,-52.415634,-51.557747,-54.706554,-55.987976,-54.590652,-55.578342,-56.73076,-56.729218,-55.716423,-57.757812,-63.98533,-65.96325
224,False,-27.837515,-27.585537,-27.016886,-31.065144,-34.035343,-29.336855,-37.85352,-39.79821,-36.739532,-38.138596,-37.59586,-40.52338,-43.02958,-44.62104,-43.726387,-47.56374,-47.467354,-48.718994,-52.89873,-52.648464,-51.267284,-50.558464,-52.138783,-53.63617,-55.752865,-56.801144,-57.69125,-59.186897,-57.871315,-60.685493,-66.02289,-67.93733
256,False,-24.868708,-27.437086,-29.344923,-32.988213,-33.478085,-28.662813,-35.099865,-38.839546,-41.306515,-41.111256,-43.03006,-41.076477,-41.700035,-41.95883,-45.030525,-46.181564,-46.18956,-46.839848,-47.036766,-51.60049,-51.919632,-51.761738,-52.27125,-55.820427,-57.361954,-58.415695,-60.553623,-60.43993,-61.368896,-64.611885,-68.11096,-68.788246
288,False,-24.526546,-25.693495,-27.244751,-31.610111,-33.0168,-27.137089,-37.68638,-37.756374,-35.342293,-39.210762,-43.864902,-42.02595,-39.92396,-45.884033,-41.842464,-47.653103,-48.77926,-48.49031,-48.94787,-50.077522,-52.945766,-51.51422,-54.189457,-55.20681,-55.956573,-55.866074,-58.885056,-60.01593,-62.076363,-64.42704,-67.07704,-69.82087
