timestamp,signal,value,label,true_ttf
200,heap_free,8112,normal,
200,heap_used,0,normal,
200,loop_latency,0,normal,
300,heap_free,8112,normal,
301,heap_used,0,normal,
301,loop_latency,1,normal,
401,heap_free,8112,normal,
401,heap_used,0,normal,
401,loop_latency,0,normal,
501,heap_free,8112,normal,
501,heap_used,0,normal,
501,loop_latency,0,normal,
602,heap_free,8112,normal,
602,heap_used,0,normal,
602,loop_latency,0,normal,
702,heap_free,8112,normal,
702,heap_used,0,normal,
702,loop_latency,0,normal,
802,heap_free,8112,normal,
803,heap_used,0,normal,
803,loop_latency,1,normal,
903,heap_free,8112,normal,
903,heap_used,0,normal,
903,loop_latency,0,normal,
1003,heap_free,8112,normal,
1003,heap_used,0,normal,
1003,loop_latency,0,normal,
1104,heap_free,8112,normal,
1104,heap_used,0,normal,
1104,loop_latency,0,normal,
1204,heap_free,8112,normal,
1204,heap_used,0,normal,
1204,loop_latency,0,normal,
1304,heap_free,8112,normal,
1305,heap_used,0,normal,
1305,loop_latency,1,normal,
1405,heap_free,8112,normal,
1405,heap_used,0,normal,
1405,loop_latency,0,normal,
1505,heap_free,8112,normal,
1505,heap_used,0,normal,
1505,loop_latency,0,normal,
1606,heap_free,8112,normal,
1606,heap_used,0,normal,
1606,loop_latency,0,normal,
1706,heap_free,8112,normal,
1706,heap_used,0,normal,
1706,loop_latency,0,normal,
1806,heap_free,8112,normal,
1807,heap_used,0,normal,
1807,loop_latency,1,normal,
1907,heap_free,8112,normal,
1907,heap_used,0,normal,
1907,loop_latency,0,normal,
2007,heap_free,8112,normal,
2007,heap_used,0,normal,
2007,loop_latency,0,normal,
2108,heap_free,8112,normal,
2108,heap_used,0,normal,
2108,loop_latency,0,normal,
2208,heap_free,8112,normal,
2208,heap_used,0,normal,
2208,loop_latency,0,normal,
2308,heap_free,8112,normal,
2309,heap_used,0,normal,
2309,loop_latency,1,normal,
2409,heap_free,8112,normal,
2409,heap_used,0,normal,
2409,loop_latency,0,normal,
2509,heap_free,8112,normal,
2509,heap_used,0,normal,
2509,loop_latency,0,normal,
2610,heap_free,8112,normal,
2610,heap_used,0,normal,
2610,loop_latency,0,normal,
2710,heap_free,8112,normal,
2710,heap_used,0,normal,
2710,loop_latency,0,normal,
2810,heap_free,8112,normal,
2811,heap_used,0,normal,
2811,loop_latency,1,normal,
2911,heap_free,8112,normal,
2911,heap_used,0,normal,
2911,loop_latency,0,normal,
3011,heap_free,8112,normal,
3011,heap_used,0,normal,
3011,loop_latency,0,normal,
3112,heap_free,8112,normal,
3112,heap_used,0,normal,
3112,loop_latency,0,normal,
3212,heap_free,8112,normal,
3212,heap_used,0,normal,
3212,loop_latency,0,normal,
3312,heap_free,8112,normal,
3313,heap_used,0,normal,
3313,loop_latency,1,normal,
3413,heap_free,8112,normal,
3413,heap_used,0,normal,
3413,loop_latency,0,normal,
3513,heap_free,8112,normal,
3513,heap_used,0,normal,
3513,loop_latency,0,normal,
3614,heap_free,8112,normal,
3614,heap_used,0,normal,
3614,loop_latency,0,normal,
3714,heap_free,8112,normal,
3714,heap_used,0,normal,
3714,loop_latency,0,normal,
3814,heap_free,8112,normal,
3815,heap_used,0,normal,
3815,loop_latency,1,normal,
3915,heap_free,8112,normal,
3915,heap_used,0,normal,
3915,loop_latency,0,normal,
4015,heap_free,8112,normal,
4015,heap_used,0,normal,
4015,loop_latency,0,normal,
4116,heap_free,8112,normal,
4116,heap_used,0,normal,
4116,loop_latency,0,normal,
4216,heap_free,8112,normal,
4216,heap_used,0,normal,
4216,loop_latency,0,normal,
4316,heap_free,8112,normal,
4317,heap_used,0,normal,
4317,loop_latency,1,normal,
4417,heap_free,8112,normal,
4417,heap_used,0,normal,
4417,loop_latency,0,normal,
4517,heap_free,8112,normal,
4517,heap_used,0,normal,
4517,loop_latency,0,normal,
4618,heap_free,8112,normal,
4618,heap_used,0,normal,
4618,loop_latency,0,normal,
