timestamp,faulty,band_0,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30,band_31
0,False,-30.65348,-34.919456,-25.797865,-27.665594,-32.31921,-38.089123,-40.280346,-41.90101,-39.949474,-40.623405,-41.692474,-42.298096,-40.85698,-40.902233,-44.31527,-43.449974,-44.933094,-43.495377,-47.151257,-51.97241,-49.391197,-46.64371,-47.553688,-51.24041,-50.095078,-44.89695,-43.89106,-47.31391,-42.99949,-42.711445,-49.271626,-52.265697
32,False,-22.39115,-27.543396,-28.339996,-27.817163,-29.22658,-36.258358,-35.733875,-35.55118,-39.082497,-42.64793,-39.726707,-37.547916,-41.796104,-40.767807,-41.093697,-38.853756,-40.9285,-42.414974,-44.52932,-45.358383,-45.513817,-43.273674,-47.588768,-49.28582,-48.098637,-45.268093,-44.501755,-45.14002,-43.267292,-44.163475,-48.245995,-52.32463
64,False,-23.58121,-28.588144,-25.577223,-26.249544,-32.570553,-35.266327,-38.03221,-36.218,-37.7602,-40.01324,-42.18564,-41.522793,-42.77759,-42.346745,-42.607113,-44.364662,-44.609013,-42.715282,-43.85037,-49.24243,-47.5316,-47.143127,-51.69327,-54.372658,-51.794933,-48.745857,-48.937218,-47.63721,-46.96955,-48.257374,-52.814682,-56.468884
96,False,-23.894958,-28.910131,-29.496367,-30.00481,-29.125504,-29.286236,-40.78721,-37.322998,-35.450245,-37.79349,-40.116734,-43.40957,-39.010254,-40.634632,-41.73264,-44.682358,-45.46278,-45.445168,-46.781937,-50.157944,-48.785347,-49.75386,-52.555763,-53.094612,-53.485455,-52.749134,-52.855488,-52.641846,-50.93006,-52.46614,-57.891266,-62.209682
128,False,-22.989809,-29.193285,-29.80603,-32.32671,-33.00332,-34.43579,-41.171425,-38.20673,-38.98631,-40.688896,-40.33309,-41.93489,-41.955112,-40.9039,-44.073364,-44.1485,-46.311592,-46.873764,-45.312046,-48.59486,-49.810257,-51.421703,-52.90144,-53.510086,-53.46563,-54.1457,-54.644722,-54.786068,-55.09095,-55.55048,-60.878216,-65.688324
160,False,-22.713587,-31.09974,-27.384521,-32.47798,-33.97169,-35.805664,-36.944614,-36.423714,-34.87125,-41.099815,-39.92454,-37.514236,-40.42684,-40.6945,-42.615376,-41.638355,-44.505096,-47.18834,-44.781567,-48.11934,-49.49092,-50.30352,-52.768105,-53.424957,-54.716072,-55.421337,-55.651398,-59.671616,-58.687702,-58.75026,-65.34391,-68.446106
192,False,-22.681658,-28.79496,-25.80732,-27.926414,-31.974373,-34.283382,-37.74684,-36.86953,-41.01816,-42.05969,-40.44701,-42.771416,-42.706623,-42.48398,-42.356438,-43.573776,-46.09776,-46.38603,-45.84158,-50.01053,-50.83326,-53.51342,-55.27102,-53.981823,-54.835285,-56.430607,-56.73549,-58.38304,-61.58913,-62.748623,-66.77191,-68.29239
224,False,-24.645023,-28.087383,-29.010756,-32.777714,-31.627466,-35.277077,-37.720764,-36.403103,-40.157852,-40.705906,-39.914352,-40.70274,-41.989895,-42.607124,-44.20464,-45.02082,-45.707165,-48.264038,-48.713737,-48.665565,-51.138824,-48.62387,-51.610603,-54.12701,-54.359554,-56.841717,-56.935314,-58.24387,-61.560524,-63.872215,-66.52283,-69.610794
256,False,-21.495192,-24.962032,-25.463673,-30.111176,-33.78613,-34.547306,-36.862568,-34.599808,-33.79859,-38.76183,-41.419865,-39.024673,-41.89262,-43.24286,-45.30934,-45.930824,-43.1674,-45.349117,-46.229843,-50.991417,-50.036324,-50.59343,-52.970512,-53.979362,-55.04778,-57.156227,-58.969196,-57.54978,-62.387627,-64.89182,-66.86722,-69.28822
288,False,-23.815012,-30.281351,-28.385942,-30.407417,-31.921242,-34.248116,-37.241356,-39.914967,-38.64692,-39.06756,-39.27771,-39.44202,-42.140266,-42.6825,-42.04096,-44.76159,-45.37365,-47.949604,-51.06156,-51.01755,-48.126698,-47.98901,-52.17026,-54.086784,-56.0955,-57.254494,-60.67484,-61.57422,-62.618237,-65.29478,-68.24811,-69.69569
