timestamp,faulty,band_0,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30,band_31
0,True,-28.107546,-29.47957,-33.86484,-35.626644,-38.92502,-30.886381,-34.345737,-40.669598,-45.698048,-44.30635,-40.743675,-40.99257,-50.48544,-46.732594,-50.359783,-47.799267,-49.733986,-51.12462,-51.131702,-56.07548,-56.53658,-51.859978,-53.51862,-60.37967,-59.596863,-59.790382,-60.6969,-63.063873,-64.188675,-65.95306,-66.15712,-66.85955
32,True,-26.163836,-24.552423,-25.59927,-31.028553,-32.45515,-34.259895,-38.15327,-38.285213,-42.22025,-40.825058,-44.235706,-40.647007,-40.76948,-42.09189,-43.94695,-45.19055,-46.30037,-48.71884,-48.119736,-50.57844,-53.221825,-51.43566,-52.993675,-55.57399,-58.722424,-58.761555,-61.34163,-62.61883,-63.759457,-67.903564,-69.72576,-70.187004
64,True,-20.16874,-25.776949,-27.50521,-28.339384,-30.391476,-37.3787,-39.59328,-37.822536,-39.756306,-39.667084,-38.979843,-43.428505,-43.97516,-45.233418,-45.341686,-46.428055,-46.4243,-45.622368,-49.446014,-48.672565,-51.23673,-48.907005,-53.283787,-55.955906,-57.595516,-58.89617,-60.0078,-62.333206,-65.46126,-68.15978,-70.54704,-71.74027
96,True,-22.387316,-25.801298,-26.773062,-30.289158,-31.224655,-34.379765,-37.8587,-38.138744,-37.633213,-40.369648,-43.070217,-41.05359,-40.890354,-43.38115,-42.85808,-44.20958,-45.98858,-50.26584,-50.522987,-51.533287,-51.566696,-53.021854,-53.9365,-57.591534,-57.75263,-58.08046,-61.78006,-62.791145,-65.58745,-67.729004,-69.76132,-71.97539
128,True,-19.69028,-26.641655,-27.76778,-28.454853,-33.035423,-36.493736,-38.575672,-39.14946,-39.53723,-41.539505,-39.658054,-41.301647,-44.469814,-44.30336,-45.573963,-44.16214,-45.402008,-48.919357,-48.595955,-49.02014,-50.362415,-50.398525,-54.01342,-56.516357,-56.262356,-58.792248,-60.06615,-61.049084,-65.422104,-67.65549,-70.540436,-70.54036
160,True,-25.270548,-25.879772,-23.345167,-30.178757,-31.556293,-34.752262,-37.570908,-37.8405,-36.158344,-38.92205,-44.98195,-45.71793,-44.078293,-43.296646,-43.125835,-45.47462,-46.411457,-48.338703,-48.008827,-49.758774,-49.85868,-51.905823,-53.255074,-57.533726,-55.585323,-58.918007,-61.397705,-62.490227,-65.57417,-67.88127,-69.82373,-70.660835
192,True,-27.533567,-29.302797,-27.396936,-31.778957,-32.62507,-33.091396,-39.62245,-42.959934,-39.000957,-37.842194,-39.017212,-41.0873,-39.92623,-40.926117,-42.195415,-42.296352,-45.87613,-49.742264,-48.515224,-52.57847,-51.641445,-50.261963,-53.790268,-57.49485,-55.522533,-58.34781,-60.253494,-62.22667,-64.707344,-66.820305,-68.368744,-70.34956
224,True,-24.650867,-26.632812,-26.113977,-28.299446,-32.94864,-31.957737,-37.994568,-38.353706,-34.10999,-36.906895,-41.402016,-42.86544,-38.640217,-43.10176,-45.24227,-45.857616,-47.734795,-48.119465,-46.915813,-52.9137,-51.78322,-52.08134,-55.078598,-55.86285,-55.986115,-57.87046,-60.920567,-62.74279,-65.372154,-65.81409,-67.96185,-70.88029
256,True,-23.496473,-26.92537,-28.492983,-30.049618,-33.948822,-36.526787,-43.0621,-41.20957,-36.79335,-41.286354,-40.646034,-43.352467,-44.537155,-42.694206,-43.069794,-45.156193,-46.551308,-46.826294,-47.033,-49.244366,-50.325428,-47.896152,-52.01286,-54.398865,-55.774723,-58.345127,-60.41667,-60.271954,-64.04725,-66.6068,-68.98877,-70.06482
288,True,-27.317596,-29.538647,-27.492538,-26.756332,-28.501558,-37.58553,-39.026115,-42.562614,-35.08684,-40.820236,-39.633873,-44.147335,-42.203667,-40.686,-41.56906,-41.512203,-45.00572,-47.435158,-49.651352,-50.222797,-51.268547,-52.35312,-53.429714,-57.06069,-56.78382,-57.848045,-61.70134,-62.33306,-62.895008,-66.56388,-69.217636,-69.45238
320,True,-25.016653,-24.901125,-27.337961,-30.71475,-30.766735,-30.730759,-37.08592,-36.88292,-38.46295,-38.91134,-39.0601,-41.4381,-41.949524,-44.15613,-42.79007,-42.327557,-46.292248,-50.17402,-51.26056,-48.498566,-50.497017,-50.42233,-52.297615,-56.00523,-58.135532,-59.256115,-59.496227,-61.92692,-63.061543,-66.3971,-70.02438,-69.51457
