timestamp,faulty,band_0,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30,band_31
0,False,-31.450172,-38.165005,-33.449,-32.912178,-35.950382,-37.05533,-38.530437,-31.7864,-36.051678,-39.742146,-40.45524,-42.18136,-40.119385,-40.145294,-42.23912,-40.83361,-42.521626,-41.228546,-41.57064,-45.406265,-45.130405,-46.155354,-45.18353,-49.3303,-44.144398,-43.068344,-46.188793,-50.531536,-53.02635,-51.068817,-50.89405,-57.63439
32,False,-25.749855,-30.314322,-29.17549,-33.28645,-33.92063,-34.657654,-37.217735,-31.06734,-35.360424,-37.10809,-36.82467,-37.75651,-38.096043,-35.371742,-35.56214,-39.6892,-41.57371,-39.22773,-40.166058,-40.649,-40.96142,-41.130905,-43.199215,-43.60548,-42.847107,-42.858654,-43.106018,-49.2313,-50.523293,-49.136406,-47.59068,-54.580482
64,False,-25.725832,-29.347282,-30.526691,-29.519047,-33.83924,-39.559742,-39.970985,-31.59829,-35.507236,-35.748405,-34.808334,-35.46846,-34.941456,-36.22658,-37.391743,-38.49472,-39.14989,-40.36262,-38.31952,-41.633255,-40.8658,-41.53454,-43.918236,-44.95648,-44.039665,-42.962494,-45.73376,-50.373276,-51.499805,-51.01966,-49.2561,-56.808414
96,False,-26.400602,-29.492624,-29.054764,-33.474174,-34.54104,-37.089024,-37.524002,-37.323544,-38.40774,-35.94687,-36.34685,-37.332825,-40.577335,-39.727707,-37.806667,-41.94923,-40.20779,-39.130867,-38.877216,-40.37805,-39.29199,-42.047924,-42.114338,-43.941074,-43.942608,-42.44979,-43.94747,-49.217686,-51.396908,-51.69535,-50.140873,-56.992805
128,False,-26.288937,-30.58894,-31.729626,-33.061058,-37.544678,-33.668777,-35.96575,-28.881725,-33.589115,-34.857094,-36.319084,-38.55136,-39.22775,-39.133743,-38.742466,-39.878815,-39.08639,-39.412666,-41.83147,-42.120926,-40.98191,-41.97686,-43.63778,-44.60106,-42.511562,-42.18639,-44.568405,-48.64111,-51.328503,-52.449318,-51.80029,-58.788567
160,False,-27.186148,-30.988995,-35.64999,-33.660328,-33.631443,-37.83521,-38.234898,-34.672527,-35.94843,-36.66062,-37.812607,-41.833702,-36.078285,-39.021328,-39.736305,-40.209717,-39.25609,-38.51005,-41.21463,-41.500374,-41.217007,-42.321594,-42.17707,-45.86407,-43.786663,-44.314705,-45.600235,-49.507767,-53.7167,-53.06411,-51.020256,-59.374313
192,False,-29.234177,-31.007917,-33.338203,-33.788258,-35.174423,-36.738678,-38.31124,-31.94064,-35.4592,-38.982307,-39.277805,-36.902153,-37.645355,-36.20762,-38.196808,-39.298195,-40.213734,-36.68263,-39.291935,-40.7764,-42.06005,-38.852528,-43.295265,-44.710648,-44.78413,-44.605415,-46.155697,-49.601055,-53.14894,-48.100124,-44.170197,-55.985264
224,False,-26.21407,-27.810123,-27.696392,-36.333,-36.95875,-34.083305,-37.81429,-32.49639,-40.60217,-46.029625,-41.179806,-40.32906,-39.01552,-36.645634,-34.381073,-36.669353,-38.101925,-39.533722,-42.672157,-44.599045,-41.974487,-42.774105,-43.896194,-44.8294,-44.107403,-43.745083,-46.51545,-49.744217,-51.72752,-49.324295,-47.954338,-57.03206
256,False,-27.240978,-31.23047,-29.331865,-29.070686,-33.43766,-34.788933,-36.96419,-30.467222,-34.450863,-41.369698,-39.191128,-39.212547,-37.68973,-38.490566,-34.98129,-36.889694,-37.39511,-38.92842,-40.79223,-45.05165,-41.16201,-43.367496,-44.17633,-45.282516,-44.381065,-44.36393,-48.674397,-49.99434,-51.724617,-48.10695,-45.78292,-54.710735
288,False,-26.644802,-29.560984,-32.752537,-33.020393,-34.11692,-33.35192,-34.59836,-35.309944,-39.209248,-35.616917,-33.838936,-36.17604,-32.54901,-38.786926,-38.277,-40.03872,-38.832916,-38.55552,-42.58835,-43.78101,-40.758,-41.387665,-43.8234,-42.758068,-44.36032,-41.874138,-45.674763,-49.98892,-51.519566,-44.063904,-41.25896,-52.501404
320,False,-25.143795,-33.067616,-33.455933,-34.766987,-35.299023,-34.555428,-34.35487,-30.237856,-35.718758,-35.424187,-37.897125,-40.492134,-37.0437,-38.183422,-38.404064,-38.33798,-36.710163,-41.05057,-42.696487,-40.90038,-41.831833,-42.518276,-44.4169,-42.153492,-41.868256,-41.587288,-43.89213,-46.941628,-49.22443,-47.047367,-45.239758,-53.40485
352,False,-27.063086,-30.630636,-31.654709,-29.51369,-32.658478,-37.14129,-37.20449,-33.375343,-34.729134,-34.854435,-34.75348,-38.099075,-39.336437,-39.4363,-39.958874,-38.950115,-35.471615,-42.664246,-39.978,-41.27948,-40.824783,-41.113087,-43.079372,-46.465828,-43.42005,-39.886368,-41.416466,-48.154755,-49.62657,-45.6616,-43.73607,-50.16697
384,False,-25.803547,-29.732773,-30.182459,-31.757378,-34.489994,-33.088486,-33.907204,-29.166302,-33.05471,-34.195305,-38.106804,-34.94789,-36.312145,-39.663593,-39.09569,-40.000175,-38.97926,-41.196705,-42.073685,-40.753597,-40.34606,-42.595234,-44.01238,-44.6296,-42.95208,-42.312717,-43.511726,-50.608932,-51.146004,-48.164555,-47.46807,-54.82662
