timestamp,faulty,band_0,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30,band_31
0,False,-30.953463,-30.732635,-28.780348,-35.81858,-39.594017,-37.48858,-38.35151,-37.3439,-37.975563,-37.398026,-42.927,-43.937153,-45.28061,-48.22451,-46.343723,-47.570225,-48.898064,-49.016037,-49.449806,-52.07911,-52.262592,-52.247982,-55.243534,-57.32943,-55.966415,-58.443398,-61.321865,-60.46418,-63.461075,-63.46068,-66.294624,-66.55715
32,False,-25.455547,-26.460136,-30.956182,-33.11203,-32.830902,-27.978512,-34.70447,-38.144524,-34.762375,-40.635487,-43.968864,-46.401924,-44.385063,-45.010994,-43.74395,-43.43281,-47.197132,-48.25768,-49.92951,-51.660416,-50.420666,-51.331024,-53.806095,-53.391792,-54.613045,-56.136555,-59.32674,-60.606174,-63.126816,-66.04678,-67.460106,-68.330505
64,False,-26.472902,-26.404274,-27.683676,-27.456467,-34.11387,-31.894644,-35.61012,-36.178314,-33.616856,-40.24366,-41.435886,-39.277607,-43.999752,-41.90981,-38.706375,-44.170494,-46.05904,-45.640907,-46.70942,-50.68283,-50.88394,-51.621323,-51.524055,-53.331623,-56.855003,-56.081867,-57.08746,-59.572033,-62.788956,-66.13254,-67.14929,-68.96227
96,False,-25.277119,-27.945713,-27.583597,-28.873695,-31.086311,-33.564266,-40.464268,-38.726856,-38.900715,-40.2819,-39.458393,-43.998528,-43.46432,-41.400944,-42.706333,-42.903107,-46.36076,-43.783783,-48.5306,-53.15548,-49.449707,-47.944416,-53.673668,-55.357056,-54.700905,-57.106895,-59.354828,-59.276688,-61.50835,-63.904743,-66.78818,-69.82196
128,False,-25.91475,-31.69281,-27.09896,-26.034353,-31.099495,-32.672394,-36.099236,-37.679897,-36.850063,-37.409813,-42.72465,-40.401974,-40.610126,-46.04077,-43.52718,-45.132557,-44.916946,-42.888256,-48.287415,-50.791084,-48.18148,-51.255196,-50.99057,-53.330353,-54.685818,-57.939526,-57.522438,-60.374355,-63.02547,-63.397694,-67.33265,-69.14809
160,False,-25.822237,-30.514595,-28.686047,-27.491724,-36.356083,-33.642105,-37.066338,-37.637283,-39.626404,-42.02517,-41.99128,-44.815384,-41.80403,-43.258854,-42.81487,-45.10115,-46.99739,-49.64588,-49.269592,-50.470562,-50.049263,-51.227226,-52.79797,-53.394753,-53.570587,-55.50781,-56.320797,-59.481388,-62.657936,-63.93647,-67.235664,-69.22322
192,False,-19.895218,-23.059334,-26.930645,-27.967754,-32.839363,-31.874657,-41.9598,-38.92783,-39.324356,-36.428356,-41.046097,-42.849846,-42.314293,-43.570515,-44.18289,-45.093697,-45.05458,-46.75354,-50.487793,-51.362923,-50.705036,-50.058178,-52.610565,-53.900085,-54.485046,-58.109165,-57.55451,-60.543808,-62.824474,-64.033,-67.59911,-68.91432
224,False,-24.006363,-29.505178,-26.008484,-30.555315,-35.628365,-35.87773,-37.59324,-35.395226,-33.93986,-37.16682,-38.330517,-41.273575,-42.138668,-42.21907,-44.973785,-44.626488,-44.5377,-44.78875,-49.497295,-50.931168,-51.176334,-50.16623,-51.396202,-53.15924,-53.86206,-57.13513,-57.79271,-60.15428,-62.568592,-64.33743,-68.11172,-69.09709
256,False,-22.944555,-28.541046,-28.859531,-29.461136,-31.400024,-30.125626,-28.270153,-25.484735,-29.245014,-36.000618,-33.078033,-27.011919,-26.348774,-25.42923,-25.720028,-22.788647,-25.743101,-29.101229,-34.974472,-40.199516,-34.357826,-34.229458,-32.729668,-35.092773,-32.012207,-31.38593,-35.104073,-27.03802,-21.675215,-22.884626,-29.784582,-31.620216
288,False,-22.307642,-28.596153,-22.42094,-23.080013,-29.86819,-25.154943,-28.761295,-23.083954,-28.851387,-34.917904,-28.440529,-28.503185,-29.096395,-25.400074,-27.576998,-24.461233,-30.179245,-32.315308,-33.231052,-37.550385,-33.776215,-32.46979,-33.64566,-34.029533,-32.663033,-30.599281,-34.618423,-29.176365,-23.275755,-24.658888,-30.789993,-33.384712
