timestamp,signal,value,label,true_ttf
200,heap_free,8112,normal,
200,heap_used,0,normal,
200,loop_latency,0,normal,
301,heap_free,8112,normal,
301,heap_used,0,normal,
301,loop_latency,0,normal,
401,heap_free,8112,normal,
401,heap_used,0,normal,
402,loop_latency,1,normal,
502,heap_free,8112,normal,
502,heap_used,0,normal,
502,loop_latency,0,normal,
603,heap_free,8112,normal,
603,heap_used,0,normal,
603,loop_latency,0,normal,
703,heap_free,8112,normal,
703,heap_used,0,normal,
703,loop_latency,0,normal,
804,heap_free,8112,normal,
804,heap_used,0,normal,
804,loop_latency,0,normal,
904,heap_free,8112,normal,
904,heap_used,0,normal,
905,loop_latency,1,normal,
1005,heap_free,8112,normal,
1005,heap_used,0,normal,
1005,loop_latency,0,normal,
1106,heap_free,8112,normal,
1106,heap_used,0,normal,
1106,loop_latency,0,normal,
1206,heap_free,8112,normal,
1206,heap_used,0,normal,
1206,loop_latency,0,normal,
1307,heap_free,8112,normal,
1307,heap_used,0,normal,
1307,loop_latency,0,normal,
1407,heap_free,8112,normal,
1407,heap_used,0,normal,
1408,loop_latency,1,normal,
1508,heap_free,8112,normal,
1508,heap_used,0,normal,
1508,loop_latency,0,normal,
1609,heap_free,8112,normal,
1609,heap_used,0,normal,
1609,loop_latency,0,normal,
1709,heap_free,8112,normal,
1709,heap_used,0,normal,
1709,loop_latency,0,normal,
1810,heap_free,8112,normal,
1810,heap_used,0,normal,
1810,loop_latency,0,normal,
1910,heap_free,8112,normal,
1910,heap_used,0,normal,
1911,loop_latency,1,normal,
2011,heap_free,8040,faulty,12.562
2011,heap_used,72,faulty,
2011,loop_latency,0,faulty,
2112,heap_free,7968,faulty,12.45
2112,heap_used,144,faulty,
2112,loop_latency,0,faulty,
2212,heap_free,7896,faulty,12.338
2212,heap_used,216,faulty,
2212,loop_latency,0,faulty,
2313,heap_free,7824,faulty,12.225
2313,heap_used,288,faulty,
2313,loop_latency,0,faulty,
2413,heap_free,7752,faulty,12.113
2413,heap_used,360,faulty,
2414,loop_latency,1,faulty,
2514,heap_free,7680,faulty,12.0
2514,heap_used,432,faulty,
2514,loop_latency,0,faulty,
2615,heap_free,7608,faulty,11.887
2615,heap_used,504,faulty,
2615,loop_latency,0,faulty,
2715,heap_free,7536,faulty,11.775
2715,heap_used,576,faulty,
2715,loop_latency,0,faulty,
2816,heap_free,7464,faulty,11.662
2816,heap_used,648,faulty,
2816,loop_latency,0,faulty,
2916,heap_free,7392,faulty,11.55
2916,heap_used,720,faulty,
2917,loop_latency,1,faulty,
3017,heap_free,7320,faulty,11.438
3017,heap_used,792,faulty,
3017,loop_latency,0,faulty,
3118,heap_free,7248,faulty,11.325
3118,heap_used,864,faulty,
3118,loop_latency,0,faulty,
3218,heap_free,7176,faulty,11.213
3218,heap_used,936,faulty,
3218,loop_latency,0,faulty,
3319,heap_free,7104,faulty,11.1
3319,heap_used,1008,faulty,
3319,loop_latency,0,faulty,
3419,heap_free,7032,faulty,10.988
3419,heap_used,1080,faulty,
3420,loop_latency,1,faulty,
3520,heap_free,6960,faulty,10.875
3520,heap_used,1152,faulty,
3520,loop_latency,0,faulty,
3621,heap_free,6888,faulty,10.762
3621,heap_used,1224,faulty,
3621,loop_latency,0,faulty,
3721,heap_free,6816,faulty,10.65
3721,heap_used,1296,faulty,
3722,loop_latency,0,faulty,
3822,heap_free,6744,faulty,10.537
3822,heap_used,1368,faulty,
3822,loop_latency,0,faulty,
3922,heap_free,6672,faulty,10.425
3923,heap_used,1440,faulty,
3923,loop_latency,1,faulty,
4023,heap_free,6600,faulty,10.312
4023,heap_used,1512,faulty,
4023,loop_latency,0,faulty,
4124,heap_free,6528,faulty,10.2
4124,heap_used,1584,faulty,
4124,loop_latency,0,faulty,
4224,heap_free,6456,faulty,10.088
4224,heap_used,1656,faulty,
4225,loop_latency,0,faulty,
4325,heap_free,6384,faulty,9.975
