timestamp,faulty,band_0,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30,band_31
0,True,-30.046547,-29.548965,-29.28788,-32.167305,-37.593975,-34.231598,-37.61292,-38.98194,-38.556038,-43.178665,-44.13502,-46.910206,-42.625957,-44.996628,-46.96154,-51.19028,-48.908676,-53.810497,-52.176117,-54.25423,-53.136314,-56.44111,-58.153023,-60.28885,-63.756145,-63.68949,-65.52327,-64.49324,-67.025955,-68.97138,-71.41403,-71.694176
32,True,-26.29587,-26.055012,-24.774931,-29.841015,-29.881062,-34.495544,-40.2937,-38.255745,-39.26616,-41.718254,-42.745087,-41.30705,-42.160645,-44.078613,-41.84417,-46.5231,-48.116356,-46.350883,-49.563328,-54.698303,-51.5754,-52.364273,-54.386528,-56.581223,-58.529892,-59.227734,-60.746994,-62.03988,-67.27568,-69.661575,-70.28551,-70.76622
64,True,-25.076832,-29.010582,-28.450716,-30.606266,-30.31954,-33.28109,-41.095764,-39.592175,-38.839954,-40.783722,-41.862488,-42.0648,-43.32369,-43.345432,-42.61283,-44.314392,-45.519253,-49.855953,-54.561348,-52.80098,-52.04753,-53.24278,-55.115143,-58.867527,-59.796562,-61.509415,-62.037056,-63.130795,-66.782104,-69.14368,-70.73686,-71.88739
96,True,-22.529343,-28.425093,-30.771235,-30.344273,-31.889227,-32.944416,-37.436153,-43.94539,-37.080788,-41.226612,-41.156384,-42.599255,-40.52319,-42.00959,-41.475544,-43.003334,-45.464283,-46.2261,-51.308304,-50.096912,-51.79365,-51.24645,-53.512688,-57.16064,-57.45913,-60.053005,-61.576138,-63.204647,-66.95321,-69.24386,-71.33984,-72.0291
128,True,-21.97268,-29.28976,-24.974375,-29.862291,-34.85596,-32.058804,-37.930862,-40.475563,-37.035744,-40.909264,-41.4973,-39.648167,-41.75309,-42.22972,-40.489483,-46.50244,-48.087116,-48.109688,-49.75261,-51.08676,-50.750748,-51.077927,-55.24008,-56.939278,-56.59556,-59.57474,-60.83825,-62.89409,-64.38847,-67.72179,-71.22725,-71.929184
160,True,-23.386143,-25.465887,-25.742172,-26.462553,-32.824825,-33.829487,-36.262383,-35.92429,-34.45192,-39.947136,-43.670547,-41.85138,-40.752525,-42.20425,-44.80581,-44.972157,-45.05018,-48.29701,-50.413914,-52.432484,-51.909767,-51.761936,-55.483837,-55.390213,-55.444885,-58.875153,-61.07608,-63.787724,-65.543495,-69.12824,-71.35384,-72.981606
192,True,-23.764488,-28.083647,-22.913216,-28.6237,-35.566822,-37.705276,-38.03168,-39.951138,-37.96038,-41.533424,-42.094227,-42.659004,-40.700073,-42.238037,-45.3405,-44.4417,-45.303577,-48.849903,-50.594196,-51.493282,-53.05353,-53.52056,-53.272957,-56.947002,-57.60548,-58.643703,-61.657555,-63.847443,-65.39185,-68.666534,-70.48424,-69.93465
224,True,-23.552168,-27.733425,-27.200869,-29.866993,-34.451862,-33.294376,-38.150707,-39.75188,-38.189514,-39.35597,-41.586613,-42.778625,-42.77149,-45.917236,-40.759773,-43.42408,-45.44489,-49.00818,-50.396458,-49.952198,-52.299786,-53.22461,-53.957386,-55.987858,-57.658344,-59.30345,-60.382988,-62.980812,-65.34606,-67.21756,-69.06601,-70.8215
256,True,-21.746092,-28.175793,-28.558437,-28.862965,-32.605377,-32.440155,-39.020813,-39.954422,-38.220108,-40.81241,-40.582996,-42.311382,-39.605328,-46.793182,-42.162033,-43.800377,-46.77269,-46.40583,-46.27003,-50.6997,-53.07979,-51.134644,-54.88112,-56.559364,-58.880215,-59.936543,-61.06098,-63.86489,-66.31633,-68.63242,-70.770485,-70.90929
288,True,-23.58717,-29.178276,-28.436672,-32.77035,-33.41115,-35.589565,-37.498043,-36.810528,-34.91175,-36.934837,-40.664864,-41.165688,-38.53135,-44.864155,-42.445835,-46.870132,-49.24228,-49.142708,-50.532055,-48.882843,-51.992226,-51.70314,-54.379177,-57.997814,-57.88698,-59.256233,-61.528324,-63.333603,-66.65875,-68.53843,-70.54903,-71.2403
