timestamp,signal,value,label,true_ttf
200,heap_free,8112,normal,
200,heap_used,0,normal,
200,loop_latency,0,normal,
301,heap_free,8112,normal,
301,heap_used,0,normal,
301,loop_latency,0,normal,
401,heap_free,8112,normal,
401,heap_used,0,normal,
401,loop_latency,0,normal,
501,heap_free,8112,normal,
501,heap_used,0,normal,
502,loop_latency,0,normal,
602,heap_free,8112,normal,
602,heap_used,0,normal,
602,loop_latency,0,normal,
702,heap_free,8112,normal,
702,heap_used,0,normal,
702,loop_latency,0,normal,
803,heap_free,8112,normal,
803,heap_used,0,normal,
803,loop_latency,0,normal,
903,heap_free,8112,normal,
903,heap_used,0,normal,
903,loop_latency,0,normal,
1003,heap_free,8112,normal,
1003,heap_used,0,normal,
1004,loop_latency,1,normal,
1104,heap_free,8112,normal,
1104,heap_used,0,normal,
1104,loop_latency,0,normal,
1204,heap_free,8112,normal,
1204,heap_used,0,normal,
1204,loop_latency,0,normal,
1305,heap_free,8112,normal,
1305,heap_used,0,normal,
1305,loop_latency,0,normal,
1405,heap_free,8112,normal,
1405,heap_used,0,normal,
1405,loop_latency,0,normal,
1505,heap_free,8112,normal,
1505,heap_used,0,normal,
1506,loop_latency,1,normal,
1606,heap_free,8112,normal,
1606,heap_used,0,normal,
1606,loop_latency,0,normal,
1706,heap_free,8112,normal,
1706,heap_used,0,normal,
1706,loop_latency,0,normal,
1807,heap_free,8112,normal,
1807,heap_used,0,normal,
1807,loop_latency,0,normal,
1907,heap_free,8112,normal,
1907,heap_used,0,normal,
1907,loop_latency,0,normal,
2007,heap_free,7848,faulty,3.066
2007,heap_used,264,faulty,
2008,loop_latency,1,faulty,
2108,heap_free,7584,faulty,2.962
2108,heap_used,528,faulty,
2108,loop_latency,0,faulty,
2208,heap_free,7320,faulty,2.859
2208,heap_used,792,faulty,
2208,loop_latency,0,faulty,
2309,heap_free,7056,faulty,2.756
2309,heap_used,1056,faulty,
2309,loop_latency,0,faulty,
2409,heap_free,6792,faulty,2.653
2409,heap_used,1320,faulty,
2409,loop_latency,0,faulty,
2509,heap_free,6528,faulty,2.55
2509,heap_used,1584,faulty,
2510,loop_latency,1,faulty,
2610,heap_free,6264,faulty,2.447
2610,heap_used,1848,faulty,
2610,loop_latency,0,faulty,
2710,heap_free,6000,faulty,2.344
2710,heap_used,2112,faulty,
2710,loop_latency,0,faulty,
2811,heap_free,5736,faulty,2.241
2811,heap_used,2376,faulty,
2811,loop_latency,0,faulty,
2911,heap_free,5472,faulty,2.138
2911,heap_used,2640,faulty,
2911,loop_latency,0,faulty,
3011,heap_free,5208,faulty,2.034
3011,heap_used,2904,faulty,
3012,loop_latency,1,faulty,
3112,heap_free,4944,faulty,1.931
3112,heap_used,3168,faulty,
3112,loop_latency,0,faulty,
3212,heap_free,4680,faulty,1.828
3212,heap_used,3432,faulty,
3212,loop_latency,0,faulty,
3313,heap_free,4416,faulty,1.725
3313,heap_used,3696,faulty,
3313,loop_latency,0,faulty,
3413,heap_free,4152,faulty,1.622
3413,heap_used,3960,faulty,
3413,loop_latency,0,faulty,
3513,heap_free,3888,faulty,1.519
3513,heap_used,4224,faulty,
3514,loop_latency,1,faulty,
3614,heap_free,3624,faulty,1.416
3614,heap_used,4488,faulty,
3614,loop_latency,0,faulty,
3714,heap_free,3360,faulty,1.312
3714,heap_used,4752,faulty,
3714,loop_latency,0,faulty,
3815,heap_free,3096,faulty,1.209
3815,heap_used,5016,faulty,
3815,loop_latency,0,faulty,
3915,heap_free,2832,faulty,1.106
3915,heap_used,5280,faulty,
3915,loop_latency,0,faulty,
4015,heap_free,2568,faulty,1.003
4015,heap_used,5544,faulty,
4016,loop_latency,1,faulty,
4116,heap_free,2304,faulty,0.9
4116,heap_used,5808,faulty,
4116,loop_latency,0,faulty,
4216,heap_free,2040,faulty,0.797
4216,heap_used,6072,faulty,
4216,loop_latency,0,faulty,
4317,heap_free,1776,faulty,0.694
