timestamp,faulty,band_0,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30,band_31
0,True,-27.12226,-28.230148,-34.80116,-33.761585,-34.257008,-38.897587,-39.05493,-40.2704,-41.6469,-39.033855,-43.9333,-46.37228,-44.662746,-46.384674,-43.24741,-47.51956,-52.496284,-49.388878,-50.180267,-54.394424,-57.149605,-52.403717,-54.96469,-59.91366,-61.45073,-61.918926,-63.795555,-64.021194,-69.12034,-72.50468,-72.37884,-74.95548
32,True,-28.14006,-29.190569,-26.766422,-28.543789,-31.132572,-33.788193,-35.027184,-36.36907,-31.992744,-37.25387,-38.406204,-41.051136,-42.27415,-43.437546,-42.993427,-46.192467,-49.42244,-50.92095,-48.603592,-48.56868,-52.98123,-53.996803,-53.642292,-57.188354,-58.35585,-59.405014,-62.947636,-62.09663,-66.14288,-68.9296,-69.69863,-71.230576
64,True,-24.851147,-30.764336,-29.543926,-28.763336,-29.57422,-37.39307,-37.181362,-42.152397,-42.15554,-41.316917,-38.806145,-40.26599,-40.79307,-42.45937,-42.907635,-42.765736,-47.44851,-48.071175,-50.355064,-50.655865,-50.92727,-51.01871,-57.17408,-57.76796,-59.36267,-60.271336,-62.280293,-62.936714,-65.93482,-67.64691,-70.59423,-71.610504
96,True,-23.507881,-27.061699,-31.409235,-31.38652,-31.01156,-30.91771,-34.410316,-37.137215,-33.5057,-37.05079,-39.083096,-40.81549,-41.31946,-42.135906,-43.21051,-45.26941,-44.95147,-49.193436,-48.514484,-50.285698,-51.78842,-52.391087,-54.503864,-57.88874,-58.63742,-60.302578,-59.76744,-62.977226,-67.17377,-69.83684,-71.51091,-71.47502
128,True,-30.712982,-29.270058,-27.800777,-30.247993,-31.245255,-33.211773,-35.587715,-36.73305,-32.225735,-36.049248,-41.645027,-40.58008,-43.10484,-44.260212,-43.694195,-44.11169,-44.511536,-46.34115,-47.897358,-50.39948,-51.26225,-52.947582,-55.010696,-54.8624,-56.728027,-59.019394,-60.372486,-63.324112,-66.41065,-68.667595,-71.52356,-71.13567
160,True,-26.118767,-25.169199,-27.043308,-26.132803,-30.305115,-36.88129,-36.417747,-35.760242,-31.674679,-35.8738,-40.229958,-42.13635,-41.900677,-45.21499,-42.2514,-43.778046,-46.31534,-48.46285,-48.34938,-50.594635,-53.852467,-53.63812,-54.589916,-55.963177,-56.67015,-58.865204,-60.54142,-61.66204,-66.403534,-68.21159,-70.28342,-70.60443
192,True,-23.374596,-24.565838,-28.804821,-31.006542,-31.897612,-34.41922,-36.297775,-33.21074,-33.32835,-34.873253,-42.516426,-40.964123,-41.451782,-44.88722,-45.37067,-40.572933,-46.718193,-51.293312,-49.00022,-52.16537,-50.92722,-51.05593,-53.249626,-56.353783,-58.696114,-61.56666,-62.25026,-62.417274,-66.60637,-68.45685,-69.98732,-71.41489
224,True,-26.498589,-30.398598,-27.406963,-28.989532,-31.737328,-33.650776,-36.22289,-38.83899,-40.47792,-41.180634,-39.865303,-38.31078,-38.653366,-45.082546,-43.42247,-45.22206,-48.08526,-50.360485,-52.011673,-52.91707,-53.58085,-54.962048,-54.2566,-56.902046,-56.98187,-61.37734,-61.10409,-61.784912,-66.40294,-68.95124,-72.096375,-69.87193
256,True,-25.796337,-25.80478,-26.468067,-29.810234,-29.333069,-33.625153,-34.06301,-35.781853,-36.10162,-37.797943,-39.4906,-40.479656,-40.76229,-44.410442,-41.30136,-42.198734,-45.276608,-47.10632,-49.324707,-52.350777,-51.494286,-51.938805,-56.548923,-59.33,-60.985405,-58.329506,-61.429043,-62.63508,-66.38623,-69.11986,-70.56279,-72.98201
288,True,-26.151678,-25.943678,-26.831228,-34.590534,-29.215828,-34.765366,-33.335876,-37.010414,-38.773968,-38.33017,-40.919743,-39.92848,-36.3872,-43.539474,-45.12453,-44.69346,-44.771557,-45.663292,-49.75273,-51.268482,-51.68453,-50.115925,-51.49073,-56.070496,-57.300358,-58.853363,-61.57119,-62.92157,-65.59946,-68.31312,-71.28617,-70.91691
