timestamp,signal,value,label,true_ttf
200,heap_free,8112,normal,
200,heap_used,0,normal,
200,loop_latency,0,normal,
301,heap_free,8112,normal,
301,heap_used,0,normal,
301,loop_latency,0,normal,
401,heap_free,8112,normal,
401,heap_used,0,normal,
402,loop_latency,1,normal,
502,heap_free,8112,normal,
502,heap_used,0,normal,
502,loop_latency,0,normal,
603,heap_free,8112,normal,
603,heap_used,0,normal,
603,loop_latency,0,normal,
703,heap_free,8112,normal,
703,heap_used,0,normal,
703,loop_latency,0,normal,
804,heap_free,8112,normal,
804,heap_used,0,normal,
804,loop_latency,0,normal,
904,heap_free,8112,normal,
904,heap_used,0,normal,
905,loop_latency,1,normal,
1005,heap_free,8112,normal,
1005,heap_used,0,normal,
1005,loop_latency,0,normal,
1106,heap_free,8112,normal,
1106,heap_used,0,normal,
1106,loop_latency,0,normal,
1206,heap_free,8112,normal,
1206,heap_used,0,normal,
1206,loop_latency,0,normal,
1307,heap_free,8112,normal,
1307,heap_used,0,normal,
1307,loop_latency,0,normal,
1407,heap_free,8112,normal,
1407,heap_used,0,normal,
1408,loop_latency,1,normal,
1508,heap_free,8112,normal,
1508,heap_used,0,normal,
1508,loop_latency,0,normal,
1609,heap_free,8112,normal,
1609,heap_used,0,normal,
1609,loop_latency,0,normal,
1709,heap_free,8112,normal,
1709,heap_used,0,normal,
1709,loop_latency,0,normal,
1810,heap_free,8112,normal,
1810,heap_used,0,normal,
1810,loop_latency,0,normal,
1910,heap_free,8112,normal,
1910,heap_used,0,normal,
1911,loop_latency,1,normal,
2016,heap_free,8112,faulty,
2016,heap_used,0,faulty,
2016,loop_latency,5,faulty,
2127,heap_free,8112,faulty,
2127,heap_used,0,faulty,
2127,loop_latency,10,faulty,
2242,heap_free,8112,faulty,
2242,heap_used,0,faulty,
2242,loop_latency,15,faulty,
2363,heap_free,8112,faulty,
2363,heap_used,0,faulty,
2363,loop_latency,20,faulty,
2488,heap_free,8112,faulty,
2488,heap_used,0,faulty,
2489,loop_latency,26,faulty,
2619,heap_free,8112,faulty,
2619,heap_used,0,faulty,
2619,loop_latency,30,faulty,
2755,heap_free,8112,faulty,
2755,heap_used,0,faulty,
2755,loop_latency,35,faulty,
2895,heap_free,8112,faulty,
2895,heap_used,0,faulty,
2895,loop_latency,40,faulty,
3041,heap_free,8112,faulty,
3041,heap_used,0,faulty,
3041,loop_latency,45,faulty,
3191,heap_free,8112,faulty,
3191,heap_used,0,faulty,
3192,loop_latency,51,faulty,
3347,heap_free,8112,faulty,
3347,heap_used,0,faulty,
3347,loop_latency,55,faulty,
3508,heap_free,8112,faulty,
3508,heap_used,0,faulty,
3508,loop_latency,60,faulty,
3673,heap_free,8112,faulty,
3673,heap_used,0,faulty,
3673,loop_latency,65,faulty,
3844,heap_free,8112,faulty,
3844,heap_used,0,faulty,
3844,loop_latency,70,faulty,
4019,heap_free,8112,faulty,
4019,heap_used,0,faulty,
4020,loop_latency,76,faulty,
4200,heap_free,8112,faulty,
4200,heap_used,0,faulty,
4200,loop_latency,80,faulty,
4386,heap_free,8112,faulty,
4386,heap_used,0,faulty,
4386,loop_latency,85,faulty,
4576,heap_free,8112,faulty,
4576,heap_used,0,faulty,
4576,loop_latency,90,faulty,
4772,heap_free,8112,faulty,
4772,heap_used,0,faulty,
4772,loop_latency,95,faulty,
4972,heap_free,8112,faulty,
4972,heap_used,0,faulty,
4973,loop_latency,101,faulty,
5178,heap_free,8112,faulty,
5178,heap_used,0,faulty,
5178,loop_latency,105,faulty,
5389,heap_free,8112,faulty,
5389,heap_used,0,faulty,
5389,loop_latency,110,faulty,
5604,heap_free,8112,faulty,
5604,heap_used,0,faulty,
5604,loop_latency,115,faulty,
5825,heap_free,8112,faulty,
5825,heap_used,0,faulty,
5825,loop_latency,120,faulty,
6050,heap_free,8112,faulty,
6050,heap_used,0,faulty,
6051,loop_latency,126,faulty,
6281,heap_free,8112,faulty,
