timestamp,faulty,band_0,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30,band_31
0,False,-33.20918,-33.608963,-33.946346,-39.219048,-38.97042,-37.789555,-35.89229,-33.29997,-40.967236,-43.46939,-43.093945,-34.91568,-41.594254,-47.03128,-47.13596,-48.126637,-50.100044,-50.583794,-49.043423,-51.402863,-57.886955,-56.781544,-58.8845,-60.32099,-61.70776,-61.245872,-59.056328,-58.488087,-62.434406,-64.69193,-62.96188,-63.948177
32,False,-26.720068,-27.829197,-35.329582,-36.425472,-33.83573,-32.653366,-32.350616,-31.98653,-38.660263,-40.99021,-41.24048,-29.738874,-36.954697,-46.262596,-47.332077,-43.61695,-46.20039,-49.394585,-48.181984,-47.32616,-52.374687,-52.13142,-56.12707,-58.370457,-56.66085,-58.83415,-57.66777,-58.12134,-59.16868,-59.455868,-59.577908,-62.396885
64,False,-28.515833,-27.795656,-33.807365,-36.901974,-36.914257,-33.31134,-35.166523,-35.030426,-39.689426,-39.009834,-39.3703,-30.889004,-36.739334,-47.111496,-46.78045,-46.002712,-45.59223,-51.440628,-47.103302,-47.3795,-53.336937,-54.181854,-59.399662,-59.7364,-58.503284,-58.926476,-58.15557,-58.766197,-61.16341,-61.608105,-60.04203,-62.27711
96,False,-29.05163,-27.828207,-37.028755,-37.157173,-31.57558,-34.25976,-32.002403,-30.517609,-37.50294,-40.74092,-40.823208,-28.859167,-35.53596,-46.089443,-46.48828,-48.229225,-49.11789,-50.374676,-48.169884,-50.7885,-54.377205,-54.815716,-57.61721,-58.605556,-59.331596,-58.76045,-58.037827,-59.37657,-60.489044,-60.89437,-58.720833,-62.053177
128,False,-31.922928,-28.671913,-31.45161,-34.975338,-32.790474,-27.979015,-29.993397,-29.820705,-40.139084,-40.661102,-44.90463,-33.161263,-37.750393,-46.244007,-47.40341,-45.40502,-45.53314,-49.657158,-48.89269,-48.69407,-53.50903,-50.888687,-56.083927,-57.926834,-60.3255,-58.891968,-58.056065,-56.291992,-54.638287,-52.871838,-56.520905,-57.70613
160,False,-27.359468,-25.945414,-32.17502,-22.34191,-26.618671,-28.85082,-25.416283,-22.05547,-26.70551,-32.01798,-28.211594,-21.891184,-22.404179,-21.667414,-22.89026,-19.476368,-22.362986,-25.467157,-29.187977,-35.021385,-28.987797,-29.154755,-27.500546,-30.258692,-26.88919,-24.929064,-29.79759,-24.815308,-18.385342,-18.185259,-23.06211,-24.57156
192,False,-32.0373,-27.393312,-30.711994,-27.697906,-27.899797,-28.98293,-33.449665,-28.773514,-32.410297,-36.668846,-36.382,-33.38304,-30.579773,-32.010868,-33.75916,-31.326086,-35.346237,-39.41589,-37.76838,-41.841805,-43.38115,-40.420994,-42.581245,-45.095215,-39.86099,-37.287292,-38.55419,-37.371975,-33.564995,-33.926445,-39.508232,-41.178646
224,False,-27.612553,-27.767357,-33.173595,-33.148506,-31.330597,-37.517754,-32.805626,-29.933107,-36.703583,-41.234802,-42.761864,-30.993502,-35.127342,-35.284077,-41.24973,-41.017765,-43.25047,-46.33429,-44.612904,-46.113853,-45.21393,-43.537693,-46.730045,-47.61154,-47.46271,-40.667114,-41.222107,-43.587776,-39.57474,-39.78278,-45.790184,-47.76375
256,False,-26.962448,-28.646744,-34.730724,-34.053715,-31.832945,-32.34985,-34.729874,-32.778748,-40.91122,-42.507507,-46.165375,-32.54046,-34.77025,-41.848255,-43.495296,-39.816772,-43.98157,-46.644764,-45.47542,-48.56056,-48.422424,-46.04278,-48.478333,-50.848434,-49.303642,-46.146015,-46.4516,-46.768627,-43.164288,-42.793198,-48.98443,-51.99508
288,False,-30.270222,-34.750942,-37.91186,-37.468903,-32.08625,-31.23214,-35.195488,-33.607372,-41.1912,-40.47979,-42.74228,-37.021492,-37.241333,-40.166737,-41.335453,-46.195946,-47.71732,-48.242714,-45.594086,-50.014526,-49.486336,-48.092365,-52.706,-54.074665,-54.712013,-49.4515,-50.544518,-49.197063,-47.43925,-47.487373,-53.92414,-56.598053
