timestamp,faulty,band_0,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30,band_31
0,True,-23.167645,-26.526423,-28.7916,-35.1921,-37.863277,-38.35052,-39.32216,-40.81939,-39.06098,-42.006664,-45.715813,-43.75966,-46.382214,-46.51299,-47.443207,-49.278603,-50.63729,-51.129433,-52.382065,-54.23825,-52.854515,-50.164932,-55.260384,-59.813824,-58.397926,-58.734642,-58.18476,-61.515488,-58.81695,-59.179974,-66.56801,-67.08392
32,True,-24.884995,-25.288103,-25.851019,-28.060682,-31.359928,-36.63917,-39.383343,-37.319336,-35.800175,-37.855297,-38.593647,-39.28844,-41.75308,-41.37387,-44.805252,-47.277035,-44.66913,-45.6765,-48.132423,-49.64509,-49.600395,-51.283985,-54.84182,-56.28962,-54.751965,-57.384243,-58.434902,-61.586723,-62.753326,-64.486206,-68.685486,-69.66074
64,True,-22.997536,-27.013432,-25.103886,-27.02655,-31.443613,-34.581608,-33.681347,-35.58344,-35.32267,-38.28262,-37.266895,-41.265884,-44.0221,-41.76774,-45.214176,-47.71695,-48.397118,-46.39115,-48.586575,-50.645443,-51.64701,-50.327763,-55.002518,-56.39925,-56.825184,-59.117332,-60.828667,-62.399498,-64.12488,-65.62956,-68.111305,-70.03579
96,True,-25.075247,-25.373753,-26.542913,-29.428865,-34.72414,-32.070126,-36.979847,-35.329124,-32.94759,-39.307415,-36.190624,-40.03014,-39.43589,-43.365635,-46.595848,-48.126408,-47.29135,-46.66048,-50.192066,-49.26893,-49.902058,-50.626442,-55.345222,-56.9167,-56.87775,-57.933216,-59.560555,-61.568264,-64.75819,-66.468666,-68.58711,-69.91487
128,True,-25.661537,-31.191563,-28.551304,-32.508007,-34.077496,-32.63971,-35.333595,-35.23667,-34.949768,-39.65616,-37.773075,-42.95221,-41.16039,-42.30606,-43.588234,-45.86168,-45.382988,-48.3271,-50.9181,-52.628475,-53.105095,-51.205,-53.395218,-57.038685,-58.379066,-57.350983,-60.368923,-61.32282,-64.582855,-65.26197,-67.443794,-68.59046
160,True,-25.238688,-26.64,-26.497116,-31.532343,-38.088364,-36.923878,-33.854023,-36.973087,-38.848045,-41.389385,-44.392006,-43.51483,-42.678246,-41.603565,-44.390404,-45.199085,-48.070152,-47.855488,-48.80537,-50.423145,-50.863056,-54.10901,-55.408493,-56.36141,-57.7986,-58.551846,-58.164642,-58.018005,-62.846313,-66.22194,-67.99077,-69.38532
192,True,-25.002813,-27.785395,-29.786985,-32.481552,-36.999393,-33.161705,-34.343727,-36.842163,-36.126312,-37.43189,-39.535404,-46.04087,-49.48658,-45.586643,-45.264088,-46.244812,-47.812607,-47.96368,-48.83585,-47.96419,-52.418217,-53.685715,-51.864353,-53.49415,-52.834908,-55.58571,-57.42844,-60.483814,-64.075356,-65.19049,-67.56223,-68.82545
224,True,-26.654663,-29.676504,-28.22799,-30.996376,-34.96677,-30.403809,-38.54432,-37.3434,-36.829754,-39.21738,-37.28245,-36.94103,-43.700943,-43.846985,-44.497967,-46.614567,-47.93304,-48.974743,-47.197678,-52.0477,-52.583817,-51.102074,-53.407455,-56.02705,-56.21559,-57.70161,-59.539345,-59.916264,-62.42104,-65.120766,-68.15681,-70.183495
256,True,-30.351128,-27.682314,-28.084946,-33.75297,-33.829094,-32.393196,-35.863525,-37.691753,-39.12556,-40.028614,-36.963264,-41.461597,-43.19122,-39.49161,-43.70685,-44.40443,-43.64528,-46.059464,-48.22144,-48.80062,-49.107002,-49.479603,-53.34299,-54.124737,-55.068604,-56.24875,-54.507904,-53.221664,-54.171597,-50.902443,-52.804077,-53.939934
288,True,-26.422255,-25.916243,-25.575394,-27.955101,-36.714283,-32.091984,-32.674763,-36.651405,-36.010735,-40.171913,-42.31731,-38.962196,-40.714798,-44.07525,-44.12348,-44.055195,-46.384796,-46.306187,-47.842354,-49.56069,-51.45352,-50.701447,-53.60539,-55.11902,-56.638657,-55.625668,-57.730827,-58.559322,-60.10893,-59.0941,-61.832767,-65.094215
