timestamp,faulty,band_0,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30,band_31
0,False,-25.501757,-27.060564,-31.14795,-37.979313,-36.982533,-41.82418,-46.07572,-43.878998,-43.64687,-43.899796,-45.768085,-43.831905,-48.4224,-48.498005,-48.122955,-49.875046,-47.715393,-49.485073,-48.81015,-48.398247,-51.563526,-52.51149,-52.21674,-54.82223,-55.805973,-56.58844,-55.824642,-59.00684,-60.1873,-59.668003,-62.003952,-63.684727
32,False,-25.043503,-27.563543,-27.849373,-32.772022,-35.075466,-35.33323,-35.9795,-38.72744,-36.214027,-38.400322,-41.129105,-45.773026,-44.148746,-43.436943,-43.978825,-45.450523,-44.74534,-47.64942,-45.743744,-49.394432,-47.52232,-49.026833,-50.273064,-54.660324,-52.52695,-53.03955,-53.573795,-53.895725,-54.393074,-56.412453,-57.050938,-57.926785
64,False,-28.912533,-26.533375,-32.484825,-34.3816,-36.365196,-37.202484,-37.748863,-39.252144,-38.643486,-38.28112,-41.285812,-43.15449,-37.936207,-41.5583,-41.962578,-41.52367,-43.29589,-45.371666,-46.069244,-47.14809,-47.12123,-46.691483,-49.289894,-51.840786,-50.27107,-50.63574,-51.2944,-54.51483,-54.636707,-54.418655,-56.042717,-57.251392
96,False,-23.624561,-24.709381,-25.822273,-29.467934,-36.378635,-34.68659,-37.968105,-40.512344,-42.085953,-40.761982,-42.249397,-41.748337,-41.36429,-43.67943,-41.378883,-45.24978,-45.76248,-47.3423,-48.25173,-45.811916,-46.78911,-50.618034,-48.67512,-51.042877,-53.33512,-52.199066,-54.60038,-56.527565,-56.134842,-56.784897,-57.466965,-60.18866
128,False,-24.142702,-21.535103,-27.37141,-31.230515,-34.606453,-35.72763,-41.290318,-37.629833,-34.670464,-39.314888,-41.185852,-41.9606,-42.814133,-41.603325,-42.59594,-46.454063,-46.08548,-45.331985,-47.74143,-45.250137,-46.174927,-47.990158,-50.127335,-51.532368,-49.714775,-50.116966,-52.37125,-55.69958,-55.210045,-57.226067,-57.602505,-57.642574
160,False,-27.848942,-25.404278,-29.763758,-32.175896,-34.25509,-33.171745,-38.975967,-35.1967,-37.44104,-39.104507,-44.10556,-47.7119,-43.87018,-40.727905,-41.126713,-44.28472,-45.804882,-46.53065,-43.588737,-46.048058,-47.901836,-50.322662,-51.54525,-53.570194,-50.799416,-52.139465,-52.94799,-54.91469,-54.99422,-54.3817,-55.594025,-58.188965
192,False,-25.59984,-25.108868,-28.214668,-29.352413,-31.54266,-35.456715,-28.66267,-26.963825,-31.139002,-33.907444,-33.708897,-28.011858,-26.722961,-26.023125,-25.811613,-23.141172,-25.291292,-29.259945,-35.141834,-39.56815,-34.546734,-34.204784,-32.83805,-36.361717,-33.413067,-31.438236,-34.049004,-28.690998,-23.222979,-23.932745,-27.872164,-28.830505
224,False,-27.870987,-24.675886,-27.287428,-26.168045,-28.619572,-28.415302,-29.746181,-24.723654,-30.279398,-33.759274,-29.310152,-27.985825,-27.73983,-23.805277,-26.091488,-23.014797,-27.425743,-30.701925,-31.590473,-36.501575,-32.309433,-30.46939,-31.535889,-33.54976,-31.9533,-29.098984,-32.14391,-28.897326,-23.028543,-24.244389,-28.385427,-29.364704
256,False,-27.526579,-22.6073,-25.611996,-29.67215,-31.051239,-29.466496,-35.72845,-30.890247,-32.688854,-36.20826,-37.41554,-35.463017,-32.02843,-32.53149,-34.755653,-34.61175,-36.220596,-40.056633,-40.057926,-43.12427,-42.13234,-39.553535,-44.02683,-46.761627,-44.49841,-38.97629,-39.079292,-40.276638,-37.25723,-37.70359,-43.957855,-46.172737
288,False,-27.047249,-23.417171,-27.085054,-31.517677,-34.116226,-37.481403,-37.30047,-35.09,-38.735252,-38.592396,-35.85523,-40.281227,-38.40076,-39.056324,-40.68692,-37.936806,-39.313885,-41.70858,-43.31123,-48.339516,-44.04852,-43.16389,-44.93378,-46.863552,-48.650673,-42.328873,-42.70409,-43.66514,-39.539356,-41.51777,-46.824196,-47.79879
