timestamp,faulty,band_0,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30,band_31
0,True,-31.90275,-37.464966,-36.221836,-38.499165,-40.4409,-37.501873,-29.041708,-32.584396,-44.169773,-48.674957,-34.57984,-32.427677,-40.634254,-42.37818,-47.580894,-50.47706,-50.4344,-51.611893,-51.73114,-56.292618,-52.581573,-53.96308,-53.197517,-57.073,-58.131462,-56.97615,-57.360897,-59.25842,-59.224693,-59.45492,-59.454197,-60.640297
32,True,-28.253838,-29.562172,-33.50399,-37.827778,-37.219822,-34.266945,-22.882664,-27.12308,-45.51872,-47.00199,-35.35312,-33.65271,-42.30133,-36.39527,-47.511116,-44.9304,-51.11336,-50.600887,-44.604492,-52.62053,-55.978302,-55.566956,-58.22737,-58.124176,-58.588776,-58.075256,-57.992714,-61.161407,-60.81265,-58.894115,-59.392677,-61.765106
64,True,-30.927925,-29.140387,-35.21436,-38.35505,-35.314487,-32.377274,-21.72657,-25.947254,-43.676437,-44.268974,-30.244705,-29.06658,-40.96489,-34.150406,-47.059547,-45.847706,-51.30989,-48.403393,-44.825356,-52.121735,-54.309494,-54.97263,-58.067627,-56.576134,-58.159084,-59.68115,-56.348156,-58.257767,-58.203205,-59.037174,-58.669704,-59.162327
96,True,-28.383465,-31.940945,-32.36573,-33.754086,-35.96164,-34.396225,-22.018665,-26.241478,-40.2166,-43.200165,-33.086094,-32.564266,-41.690594,-35.91224,-48.522392,-42.90055,-48.72753,-51.592583,-48.736115,-54.748653,-52.970993,-54.755028,-57.776268,-59.79239,-56.332207,-58.23355,-58.464844,-59.3709,-59.384445,-59.832188,-60.468956,-61.11869
128,True,-28.429976,-31.958462,-34.50016,-38.92706,-36.82775,-37.092995,-22.410383,-26.748274,-37.859787,-40.600925,-32.073837,-29.396587,-42.202835,-37.125885,-47.787766,-42.746742,-49.2127,-51.837902,-50.447563,-52.80933,-56.586723,-57.677097,-59.32199,-59.49347,-59.352448,-58.872128,-56.76264,-59.604973,-60.032845,-58.259693,-57.50981,-60.905014
160,True,-25.41581,-29.436111,-34.894054,-37.530113,-36.687943,-31.914099,-22.881449,-27.367277,-41.375587,-44.4043,-35.391155,-34.704556,-42.599224,-43.84531,-47.47129,-47.88842,-52.692627,-51.21653,-50.83815,-52.68423,-54.064743,-55.299896,-56.859478,-58.758522,-58.732025,-58.41456,-57.947495,-59.69688,-59.771484,-59.696182,-57.68211,-60.865517
192,True,-29.459736,-31.86623,-35.675255,-39.0652,-39.83601,-34.866375,-23.426502,-27.792896,-41.60217,-38.925407,-32.92643,-31.813854,-41.490906,-40.104797,-47.987602,-48.409103,-50.83706,-51.43766,-45.236427,-54.5766,-53.918274,-55.361267,-57.815628,-59.12854,-57.235176,-59.731403,-58.611816,-60.725616,-60.20344,-59.977325,-59.888428,-59.201523
224,True,-31.890594,-30.538767,-33.448147,-38.474747,-36.361427,-31.790623,-22.661129,-26.772871,-43.17217,-49.91623,-36.791447,-33.556805,-43.531418,-44.892113,-47.77285,-46.050636,-50.384502,-50.198788,-49.557907,-53.8181,-53.471497,-55.947117,-58.06364,-58.818146,-59.36284,-59.108982,-56.95582,-59.36515,-59.61409,-59.20532,-59.91429,-60.865368
256,True,-28.834633,-28.513302,-34.228638,-36.351402,-36.54921,-39.56216,-21.63343,-25.85745,-38.830265,-41.13174,-33.23829,-32.98115,-41.765244,-44.485554,-48.181652,-42.968987,-49.466248,-50.060432,-47.245846,-52.29471,-52.641373,-54.99739,-57.31623,-57.474922,-56.844017,-57.57556,-56.651657,-60.42827,-60.502045,-59.78388,-60.612797,-60.30476
288,True,-25.861702,-26.141617,-33.25914,-35.836815,-33.876064,-30.250624,-21.223087,-25.357153,-42.31049,-45.222626,-27.40007,-25.473381,-41.726437,-42.665558,-47.04654,-42.992,-49.233646,-50.61954,-49.645103,-53.889423,-52.773186,-53.452866,-55.456043,-60.999557,-57.981056,-57.154156,-55.225113,-59.2494,-62.99931,-61.152374,-60.74614,-60.265305
